window,history,method,bin_index,n,mean_probability,observed_up
extension_2021_2023,rolling3_annual20,learned_market,4,10,0.8458308662967259,0.3
extension_2021_2023,rolling3_annual20,learned_order_extension,0,1,0.19705488279832975,1.0
extension_2021_2023,rolling3_annual20,learned_order_extension,1,25,0.35640350589447656,0.44
extension_2021_2023,rolling3_annual20,learned_order_extension,2,67,0.5094039207196506,0.373134328358209
extension_2021_2023,rolling3_annual20,learned_order_extension,3,41,0.6891139468303503,0.4878048780487805
extension_2021_2023,rolling3_annual20,learned_order_extension,4,13,0.8626941994768372,0.38461538461538464
extension_2021_2023,rolling3_annual20,learned_order_offset,0,1,0.1965045637725421,1.0
extension_2021_2023,rolling3_annual20,learned_order_offset,1,25,0.3560722153076377,0.44
extension_2021_2023,rolling3_annual20,learned_order_offset,2,67,0.5094038552672409,0.373134328358209
extension_2021_2023,rolling3_annual20,learned_order_offset,3,41,0.6880094134226548,0.4878048780487805
extension_2021_2023,rolling3_annual20,learned_order_offset,4,13,0.8613762229102366,0.38461538461538464
extension_2021_2023,rolling3_annual20,learned_vol_interaction,0,0,,
extension_2021_2023,rolling3_annual20,learned_vol_interaction,1,20,0.34920726331315594,0.4
extension_2021_2023,rolling3_annual20,learned_vol_interaction,2,79,0.5109379038611853,0.4177215189873418
extension_2021_2023,rolling3_annual20,learned_vol_interaction,3,35,0.6902952742172234,0.45714285714285713
extension_2021_2023,rolling3_annual20,learned_vol_interaction,4,13,0.8560810924002981,0.38461538461538464
extension_2021_2023,rolling3_annual20,training_frequency,0,0,,
extension_2021_2023,rolling3_annual20,training_frequency,1,0,,
extension_2021_2023,rolling3_annual20,training_frequency,2,147,0.5330990938485249,0.4217687074829932
extension_2021_2023,rolling3_annual20,training_frequency,3,0,,
extension_2021_2023,rolling3_annual20,training_frequency,4,0,,
extension_2021_2023,rolling3_matched,learned_market,0,13,0.1451125837029326,0.46153846153846156
extension_2021_2023,rolling3_matched,learned_market,1,27,0.30266791961107203,0.4074074074074074
extension_2021_2023,rolling3_matched,learned_market,2,32,0.5152623801371667,0.5625
extension_2021_2023,rolling3_matched,learned_market,3,46,0.6948128724715599,0.3695652173913043
extension_2021_2023,rolling3_matched,learned_market,4,29,0.8951497367796656,0.3448275862068966
extension_2021_2023,rolling3_matched,learned_order_extension,0,16,0.1384866667790497,0.5
extension_2021_2023,rolling3_matched,learned_order_extension,1,24,0.3165441213654438,0.375
extension_2021_2023,rolling3_matched,learned_order_extension,2,33,0.518312518447383,0.5454545454545454
extension_2021_2023,rolling3_matched,learned_order_extension,3,44,0.6986953324874531,0.38636363636363635
extension_2021_2023,rolling3_matched,learned_order_extension,4,30,0.8934126252765966,0.3333333333333333
extension_2021_2023,rolling3_matched,learned_order_offset,0,15,0.1356066830767603,0.4666666666666667
extension_2021_2023,rolling3_matched,learned_order_offset,1,25,0.31175616881002444,0.4
extension_2021_2023,rolling3_matched,learned_order_offset,2,35,0.523507196581629,0.5428571428571428
extension_2021_2023,rolling3_matched,learned_order_offset,3,41,0.7001736450738869,0.36585365853658536
extension_2021_2023,rolling3_matched,learned_order_offset,4,31,0.8879548429121944,0.3548387096774194
extension_2021_2023,rolling3_matched,learned_vol_interaction,0,13,0.13501952139598236,0.46153846153846156
extension_2021_2023,rolling3_matched,learned_vol_interaction,1,27,0.30158646700812036,0.4074074074074074
extension_2021_2023,rolling3_matched,learned_vol_interaction,2,35,0.5237636239169013,0.5428571428571428
extension_2021_2023,rolling3_matched,learned_vol_interaction,3,42,0.7023793522594349,0.38095238095238093
extension_2021_2023,rolling3_matched,learned_vol_interaction,4,30,0.8947228507152389,0.3333333333333333
extension_2021_2023,rolling3_matched,training_frequency,0,0,,
extension_2021_2023,rolling3_matched,training_frequency,1,0,,
extension_2021_2023,rolling3_matched,training_frequency,2,147,0.5330990938485249,0.4217687074829932
extension_2021_2023,rolling3_matched,training_frequency,3,0,,
extension_2021_2023,rolling3_matched,training_frequency,4,0,,
extension_2021_2023,rolling3_quarterly20,learned_market,0,0,,
extension_2021_2023,rolling3_quarterly20,learned_market,1,12,0.3688716389838063,0.75
extension_2021_2023,rolling3_quarterly20,learned_market,2,92,0.5076283642976663,0.3804347826086957
extension_2021_2023,rolling3_quarterly20,learned_market,3,37,0.6546653373232173,0.43243243243243246
extension_2021_2023,rolling3_quarterly20,learned_market,4,6,0.8442034558240671,0.3333333333333333
extension_2021_2023,rolling3_quarterly20,learned_order_extension,0,0,,
extension_2021_2023,rolling3_quarterly20,learned_order_extension,1,18,0.36331209268877074,0.6111111111111112
extension_2021_2023,rolling3_quarterly20,learned_order_extension,2,86,0.5097528428542465,0.38372093023255816
extension_2021_2023,rolling3_quarterly20,learned_order_extension,3,37,0.6699607254392991,0.43243243243243246
extension_2021_2023,rolling3_quarterly20,learned_order_extension,4,6,0.8695613001581847,0.3333333333333333
extension_2021_2023,rolling3_quarterly20,learned_order_offset,0,0,,
extension_2021_2023,rolling3_quarterly20,learned_order_offset,1,18,0.36340256917494496,0.6111111111111112
extension_2021_2023,rolling3_quarterly20,learned_order_offset,2,86,0.5098823657504397,0.38372093023255816
extension_2021_2023,rolling3_quarterly20,learned_order_offset,3,37,0.6685476297372036,0.43243243243243246
extension_2021_2023,rolling3_quarterly20,learned_order_offset,4,6,0.8685536637874295,0.3333333333333333
extension_2021_2023,rolling3_quarterly20,learned_vol_interaction,0,0,,
extension_2021_2023,rolling3_quarterly20,learned_vol_interaction,1,12,0.3541945586486255,0.6666666666666666
extension_2021_2023,rolling3_quarterly20,learned_vol_interaction,2,91,0.5041995575495323,0.38461538461538464
extension_2021_2023,rolling3_quarterly20,learned_vol_interaction,3,38,0.653720231618879,0.4473684210526316
extension_2021_2023,rolling3_quarterly20,learned_vol_interaction,4,6,0.8602008641267088,0.3333333333333333
extension_2021_2023,rolling3_quarterly20,training_frequency,0,0,,
extension_2021_2023,rolling3_quarterly20,training_frequency,1,0,,
extension_2021_2023,rolling3_quarterly20,training_frequency,2,147,0.5182063477170752,0.4217687074829932
extension_2021_2023,rolling3_quarterly20,training_frequency,3,0,,
extension_2021_2023,rolling3_quarterly20,training_frequency,4,0,,
extension_2021_2023,rolling5_annual20,learned_market,0,0,,
extension_2021_2023,rolling5_annual20,learned_market,1,20,0.37425569920791657,0.4
extension_2021_2023,rolling5_annual20,learned_market,2,74,0.4959800711298788,0.44594594594594594
extension_2021_2023,rolling5_annual20,learned_market,3,53,0.6646322289136826,0.39622641509433965
extension_2021_2023,rolling5_annual20,learned_market,4,0,,
extension_2021_2023,rolling5_annual20,learned_order_extension,0,0,,
extension_2021_2023,rolling5_annual20,learned_order_extension,1,18,0.36872090537663227,0.4444444444444444
extension_2021_2023,rolling5_annual20,learned_order_extension,2,75,0.49147333991128617,0.4266666666666667
extension_2021_2023,rolling5_annual20,learned_order_extension,3,54,0.6694155899085966,0.4074074074074074
extension_2021_2023,rolling5_annual20,learned_order_extension,4,0,,
extension_2021_2023,rolling5_annual20,learned_order_offset,0,0,,
extension_2021_2023,rolling5_annual20,learned_order_offset,1,17,0.36749627423514586,0.4117647058823529
extension_2021_2023,rolling5_annual20,learned_order_offset,2,76,0.4904911466196272,0.4342105263157895
extension_2021_2023,rolling5_annual20,learned_order_offset,3,54,0.6689491056628001,0.4074074074074074
extension_2021_2023,rolling5_annual20,learned_order_offset,4,0,,
extension_2021_2023,rolling5_annual20,learned_vol_interaction,0,0,,
extension_2021_2023,rolling5_annual20,learned_vol_interaction,1,22,0.3728213741585311,0.4090909090909091
extension_2021_2023,rolling5_annual20,learned_vol_interaction,2,72,0.49932245368105327,0.4444444444444444
extension_2021_2023,rolling5_annual20,learned_vol_interaction,3,53,0.6677110678706436,0.39622641509433965
extension_2021_2023,rolling5_annual20,learned_vol_interaction,4,0,,
extension_2021_2023,rolling5_annual20,training_frequency,0,0,,
extension_2021_2023,rolling5_annual20,training_frequency,1,0,,
extension_2021_2023,rolling5_annual20,training_frequency,2,147,0.5358667437764589,0.4217687074829932
extension_2021_2023,rolling5_annual20,training_frequency,3,0,,
extension_2021_2023,rolling5_annual20,training_frequency,4,0,,
extension_2021_2023,rolling5_matched,learned_market,0,5,0.15653996224655037,0.0
extension_2021_2023,rolling5_matched,learned_market,1,22,0.2910468568162785,0.5909090909090909
extension_2021_2023,rolling5_matched,learned_market,2,58,0.5005393300266224,0.46551724137931033
extension_2021_2023,rolling5_matched,learned_market,3,47,0.6896571896527863,0.3191489361702128
extension_2021_2023,rolling5_matched,learned_market,4,15,0.8489698532812887,0.4666666666666667
extension_2021_2023,rolling5_matched,learned_order_extension,0,7,0.16711973279179423,0.14285714285714285
extension_2021_2023,rolling5_matched,learned_order_extension,1,22,0.30777182133567127,0.5909090909090909
extension_2021_2023,rolling5_matched,learned_order_extension,2,57,0.4998868746329458,0.49122807017543857
extension_2021_2023,rolling5_matched,learned_order_extension,3,44,0.689368672582482,0.29545454545454547
extension_2021_2023,rolling5_matched,learned_order_extension,4,17,0.8653825881457567,0.4117647058823529
extension_2021_2023,rolling5_matched,learned_order_offset,0,6,0.16712324598004183,0.16666666666666666
extension_2021_2023,rolling5_matched,learned_order_offset,1,23,0.3052486314108457,0.5652173913043478
extension_2021_2023,rolling5_matched,learned_order_offset,2,56,0.49952777813727234,0.48214285714285715
extension_2021_2023,rolling5_matched,learned_order_offset,3,45,0.6864222412686573,0.3111111111111111
extension_2021_2023,rolling5_matched,learned_order_offset,4,17,0.8625174153082495,0.4117647058823529
extension_2021_2023,rolling5_matched,learned_vol_interaction,0,7,0.16217160557656052,0.2857142857142857
extension_2021_2023,rolling5_matched,learned_vol_interaction,1,20,0.29363375909621986,0.55
extension_2021_2023,rolling5_matched,learned_vol_interaction,2,58,0.5009212150336645,0.4827586206896552
extension_2021_2023,rolling5_matched,learned_vol_interaction,3,46,0.6900513480230984,0.30434782608695654
extension_2021_2023,rolling5_matched,learned_vol_interaction,4,16,0.8486309854537505,0.4375
extension_2021_2023,rolling5_matched,training_frequency,0,0,,
extension_2021_2023,rolling5_matched,training_frequency,1,0,,
extension_2021_2023,rolling5_matched,training_frequency,2,147,0.5358667437764589,0.4217687074829932
extension_2021_2023,rolling5_matched,training_frequency,3,0,,
extension_2021_2023,rolling5_matched,training_frequency,4,0,,
extension_2021_2023,rolling5_quarterly20,learned_market,0,0,,
extension_2021_2023,rolling5_quarterly20,learned_market,1,13,0.3611896431714,0.46153846153846156
extension_2021_2023,rolling5_quarterly20,learned_market,2,98,0.5068875750186536,0.42857142857142855
extension_2021_2023,rolling5_quarterly20,learned_market,3,35,0.6493680277088527,0.4
extension_2021_2023,rolling5_quarterly20,learned_market,4,1,0.8072244264954597,0.0
extension_2021_2023,rolling5_quarterly20,learned_order_extension,0,0,,
extension_2021_2023,rolling5_quarterly20,learned_order_extension,1,13,0.3485373127502584,0.46153846153846156
extension_2021_2023,rolling5_quarterly20,learned_order_extension,2,101,0.5026751156082119,0.42574257425742573
extension_2021_2023,rolling5_quarterly20,learned_order_extension,3,32,0.6616044448954745,0.40625
extension_2021_2023,rolling5_quarterly20,learned_order_extension,4,1,0.8219499837822779,0.0
extension_2021_2023,rolling5_quarterly20,learned_order_offset,0,0,,
extension_2021_2023,rolling5_quarterly20,learned_order_offset,1,11,0.34168085467658077,0.45454545454545453
extension_2021_2023,rolling5_quarterly20,learned_order_offset,2,103,0.5010361135199025,0.42718446601941745
extension_2021_2023,rolling5_quarterly20,learned_order_offset,3,32,0.6603891585507242,0.40625
extension_2021_2023,rolling5_quarterly20,learned_order_offset,4,1,0.8188458339690102,0.0
extension_2021_2023,rolling5_quarterly20,learned_vol_interaction,0,0,,
extension_2021_2023,rolling5_quarterly20,learned_vol_interaction,1,12,0.35367974799206064,0.5
extension_2021_2023,rolling5_quarterly20,learned_vol_interaction,2,99,0.5045928979310331,0.43434343434343436
extension_2021_2023,rolling5_quarterly20,learned_vol_interaction,3,35,0.6510826503027437,0.37142857142857144
extension_2021_2023,rolling5_quarterly20,learned_vol_interaction,4,1,0.8093484782828968,0.0
extension_2021_2023,rolling5_quarterly20,training_frequency,0,0,,
extension_2021_2023,rolling5_quarterly20,training_frequency,1,0,,
extension_2021_2023,rolling5_quarterly20,training_frequency,2,147,0.5304870837535175,0.4217687074829932
extension_2021_2023,rolling5_quarterly20,training_frequency,3,0,,
extension_2021_2023,rolling5_quarterly20,training_frequency,4,0,,
recent_2024_2026,full,learned_market,0,0,,
recent_2024_2026,full,learned_market,1,14,0.36545629040721417,0.5714285714285714
recent_2024_2026,full,learned_market,2,99,0.5004011656783869,0.5151515151515151
recent_2024_2026,full,learned_market,3,12,0.6402423349683354,0.5833333333333334
recent_2024_2026,full,learned_market,4,0,,
recent_2024_2026,full,learned_order_extension,0,0,,
recent_2024_2026,full,learned_order_extension,1,14,0.36499038344253254,0.5714285714285714
recent_2024_2026,full,learned_order_extension,2,98,0.4996746085312163,0.5
recent_2024_2026,full,learned_order_extension,3,13,0.6288752182037919,0.6923076923076923
recent_2024_2026,full,learned_order_extension,4,0,,
recent_2024_2026,full,learned_order_offset,0,0,,
recent_2024_2026,full,learned_order_offset,1,14,0.3650748024572553,0.5714285714285714
recent_2024_2026,full,learned_order_offset,2,98,0.4996113577353396,0.5
recent_2024_2026,full,learned_order_offset,3,13,0.6286221608639753,0.6923076923076923
recent_2024_2026,full,learned_order_offset,4,0,,
recent_2024_2026,full,learned_vol_interaction,0,0,,
recent_2024_2026,full,learned_vol_interaction,1,14,0.3647457394107955,0.5714285714285714
recent_2024_2026,full,learned_vol_interaction,2,97,0.49914101255858656,0.5051546391752577
recent_2024_2026,full,learned_vol_interaction,3,14,0.6362326640926685,0.6428571428571429
recent_2024_2026,full,learned_vol_interaction,4,0,,
recent_2024_2026,full,training_frequency,0,0,,
recent_2024_2026,full,training_frequency,1,0,,
recent_2024_2026,full,training_frequency,2,125,0.5081832134886433,0.528
recent_2024_2026,full,training_frequency,3,0,,
recent_2024_2026,full,training_frequency,4,0,,
recent_2024_2026,rolling3_annual20,learned_market,0,5,0.18635363081825604,0.2
recent_2024_2026,rolling3_annual20,learned_market,1,53,0.3228866727526544,0.5471698113207547
recent_2024_2026,rolling3_annual20,learned_market,2,57,0.47963769420793984,0.5263157894736842
recent_2024_2026,rolling3_annual20,learned_market,3,10,0.6317041957380644,0.6
recent_2024_2026,rolling3_annual20,learned_market,4,0,,
recent_2024_2026,rolling3_annual20,learned_order_extension,0,9,0.16634192830578204,0.2222222222222222
recent_2024_2026,rolling3_annual20,learned_order_extension,1,49,0.31879486702043985,0.5714285714285714
recent_2024_2026,rolling3_annual20,learned_order_extension,2,58,0.4802396686253104,0.5344827586206896
recent_2024_2026,rolling3_annual20,learned_order_extension,3,9,0.6510225424708607,0.5555555555555556
recent_2024_2026,rolling3_annual20,learned_order_extension,4,0,,
recent_2024_2026,rolling3_annual20,learned_order_offset,0,9,0.16746030219242336,0.2222222222222222
recent_2024_2026,rolling3_annual20,learned_order_offset,1,49,0.31886421466221126,0.5714285714285714
recent_2024_2026,rolling3_annual20,learned_order_offset,2,57,0.4779579822213226,0.543859649122807
recent_2024_2026,rolling3_annual20,learned_order_offset,3,10,0.6456322043529743,0.5
recent_2024_2026,rolling3_annual20,learned_order_offset,4,0,,
recent_2024_2026,rolling3_annual20,learned_vol_interaction,0,5,0.1681997246604814,0.2
recent_2024_2026,rolling3_annual20,learned_vol_interaction,1,54,0.31902960066240416,0.5555555555555556
recent_2024_2026,rolling3_annual20,learned_vol_interaction,2,59,0.4885574786443421,0.5254237288135594
recent_2024_2026,rolling3_annual20,learned_vol_interaction,3,7,0.64226271436619,0.5714285714285714
recent_2024_2026,rolling3_annual20,learned_vol_interaction,4,0,,
recent_2024_2026,rolling3_annual20,training_frequency,0,0,,
recent_2024_2026,rolling3_annual20,training_frequency,1,0,,
recent_2024_2026,rolling3_annual20,training_frequency,2,125,0.4502043458159962,0.528
recent_2024_2026,rolling3_annual20,training_frequency,3,0,,
recent_2024_2026,rolling3_annual20,training_frequency,4,0,,
recent_2024_2026,rolling3_matched,learned_market,0,26,0.10741147282529097,0.4230769230769231
recent_2024_2026,rolling3_matched,learned_market,1,35,0.3082713734072612,0.6285714285714286
recent_2024_2026,rolling3_matched,learned_market,2,39,0.49205012443371715,0.48717948717948717
recent_2024_2026,rolling3_matched,learned_market,3,18,0.7013000469478774,0.4444444444444444
recent_2024_2026,rolling3_matched,learned_market,4,7,0.858441217645403,0.8571428571428571
recent_2024_2026,rolling3_matched,learned_order_extension,0,25,0.10064726369371865,0.44
recent_2024_2026,rolling3_matched,learned_order_extension,1,36,0.301590622214606,0.6111111111111112
recent_2024_2026,rolling3_matched,learned_order_extension,2,38,0.49370387948084493,0.5263157894736842
recent_2024_2026,rolling3_matched,learned_order_extension,3,18,0.6956252061407331,0.4444444444444444
recent_2024_2026,rolling3_matched,learned_order_extension,4,8,0.8541181122090835,0.625
recent_2024_2026,rolling3_matched,learned_order_offset,0,25,0.1012437757023323,0.44
recent_2024_2026,rolling3_matched,learned_order_offset,1,36,0.30253849022400947,0.6111111111111112
recent_2024_2026,rolling3_matched,learned_order_offset,2,37,0.4906897033294077,0.5135135135135135
recent_2024_2026,rolling3_matched,learned_order_offset,3,19,0.690861502708727,0.47368421052631576
recent_2024_2026,rolling3_matched,learned_order_offset,4,8,0.8562020597970414,0.625
recent_2024_2026,rolling3_matched,learned_vol_interaction,0,26,0.1019946252429274,0.46153846153846156
recent_2024_2026,rolling3_matched,learned_vol_interaction,1,34,0.30464339551750286,0.5882352941176471
recent_2024_2026,rolling3_matched,learned_vol_interaction,2,37,0.4844553457845618,0.5405405405405406
recent_2024_2026,rolling3_matched,learned_vol_interaction,3,20,0.681899354481432,0.4
recent_2024_2026,rolling3_matched,learned_vol_interaction,4,8,0.8516322847125345,0.75
recent_2024_2026,rolling3_matched,training_frequency,0,0,,
recent_2024_2026,rolling3_matched,training_frequency,1,0,,
recent_2024_2026,rolling3_matched,training_frequency,2,125,0.4502043458159962,0.528
recent_2024_2026,rolling3_matched,training_frequency,3,0,,
recent_2024_2026,rolling3_matched,training_frequency,4,0,,
recent_2024_2026,rolling3_quarterly20,learned_market,0,10,0.17729480386785734,0.5
recent_2024_2026,rolling3_quarterly20,learned_market,1,54,0.31493914242667215,0.5
recent_2024_2026,rolling3_quarterly20,learned_market,2,50,0.4850455097989513,0.56
recent_2024_2026,rolling3_quarterly20,learned_market,3,11,0.6487057552254493,0.5454545454545454
recent_2024_2026,rolling3_quarterly20,learned_market,4,0,,
recent_2024_2026,rolling3_quarterly20,learned_order_extension,0,11,0.17636513782118332,0.5454545454545454
recent_2024_2026,rolling3_quarterly20,learned_order_extension,1,48,0.3081669240018638,0.4791666666666667
recent_2024_2026,rolling3_quarterly20,learned_order_extension,2,53,0.4856574566425733,0.5849056603773585
recent_2024_2026,rolling3_quarterly20,learned_order_extension,3,13,0.6579901421062201,0.46153846153846156
recent_2024_2026,rolling3_quarterly20,learned_order_extension,4,0,,
recent_2024_2026,rolling3_quarterly20,learned_order_offset,0,11,0.1770702646616096,0.5454545454545454
recent_2024_2026,rolling3_quarterly20,learned_order_offset,1,48,0.30879261828969357,0.4791666666666667
recent_2024_2026,rolling3_quarterly20,learned_order_offset,2,53,0.48607033748789963,0.5849056603773585
recent_2024_2026,rolling3_quarterly20,learned_order_offset,3,13,0.6582408298152962,0.46153846153846156
recent_2024_2026,rolling3_quarterly20,learned_order_offset,4,0,,
recent_2024_2026,rolling3_quarterly20,learned_vol_interaction,0,6,0.16888333058408242,0.6666666666666666
recent_2024_2026,rolling3_quarterly20,learned_vol_interaction,1,56,0.30487645892923904,0.4642857142857143
recent_2024_2026,rolling3_quarterly20,learned_vol_interaction,2,53,0.48742404334427836,0.5849056603773585
recent_2024_2026,rolling3_quarterly20,learned_vol_interaction,3,10,0.6588328143676881,0.5
recent_2024_2026,rolling3_quarterly20,learned_vol_interaction,4,0,,
recent_2024_2026,rolling3_quarterly20,training_frequency,0,0,,
recent_2024_2026,rolling3_quarterly20,training_frequency,1,0,,
recent_2024_2026,rolling3_quarterly20,training_frequency,2,125,0.4615089096068677,0.528
recent_2024_2026,rolling3_quarterly20,training_frequency,3,0,,
recent_2024_2026,rolling3_quarterly20,training_frequency,4,0,,
recent_2024_2026,rolling5_annual20,learned_market,0,0,,
recent_2024_2026,rolling5_annual20,learned_market,1,21,0.3474082845224156,0.47619047619047616
recent_2024_2026,rolling5_annual20,learned_market,2,95,0.4902800451238366,0.49473684210526314
recent_2024_2026,rolling5_annual20,learned_market,3,9,0.6186648117486008,1.0
recent_2024_2026,rolling5_annual20,learned_market,4,0,,
recent_2024_2026,rolling5_annual20,learned_order_extension,0,0,,
recent_2024_2026,rolling5_annual20,learned_order_extension,1,21,0.35073437557987575,0.5238095238095238
recent_2024_2026,rolling5_annual20,learned_order_extension,2,94,0.48589616778298744,0.48936170212765956
recent_2024_2026,rolling5_annual20,learned_order_extension,3,10,0.6204086159394115,0.9
recent_2024_2026,rolling5_annual20,learned_order_extension,4,0,,
recent_2024_2026,rolling5_annual20,learned_order_offset,0,0,,
recent_2024_2026,rolling5_annual20,learned_order_offset,1,21,0.35192437145029387,0.5238095238095238
recent_2024_2026,rolling5_annual20,learned_order_offset,2,94,0.485592406595003,0.48936170212765956
recent_2024_2026,rolling5_annual20,learned_order_offset,3,10,0.6195111948878894,0.9
recent_2024_2026,rolling5_annual20,learned_order_offset,4,0,,
recent_2024_2026,rolling5_annual20,learned_vol_interaction,0,0,,
recent_2024_2026,rolling5_annual20,learned_vol_interaction,1,22,0.3402805552534557,0.5
recent_2024_2026,rolling5_annual20,learned_vol_interaction,2,95,0.49452960513839783,0.49473684210526314
recent_2024_2026,rolling5_annual20,learned_vol_interaction,3,8,0.6154556758601403,1.0
recent_2024_2026,rolling5_annual20,learned_vol_interaction,4,0,,
recent_2024_2026,rolling5_annual20,training_frequency,0,0,,
recent_2024_2026,rolling5_annual20,training_frequency,1,0,,
recent_2024_2026,rolling5_annual20,training_frequency,2,125,0.4854511877697606,0.528
recent_2024_2026,rolling5_annual20,training_frequency,3,0,,
recent_2024_2026,rolling5_annual20,training_frequency,4,0,,
recent_2024_2026,rolling5_matched,learned_market,0,8,0.15161714648689975,0.25
recent_2024_2026,rolling5_matched,learned_market,1,38,0.3054309963619348,0.5526315789473685
recent_2024_2026,rolling5_matched,learned_market,2,44,0.49934157264363627,0.4772727272727273
recent_2024_2026,rolling5_matched,learned_market,3,31,0.6747538001125933,0.5806451612903226
recent_2024_2026,rolling5_matched,learned_market,4,4,0.8795332881283815,1.0
recent_2024_2026,rolling5_matched,learned_order_extension,0,6,0.1409329401489032,0.3333333333333333
recent_2024_2026,rolling5_matched,learned_order_extension,1,40,0.2984843975139578,0.5
recent_2024_2026,rolling5_matched,learned_order_extension,2,45,0.5015686334356008,0.5555555555555556
recent_2024_2026,rolling5_matched,learned_order_extension,3,28,0.6753970337880054,0.5
recent_2024_2026,rolling5_matched,learned_order_extension,4,6,0.8588830128428656,0.8333333333333334
recent_2024_2026,rolling5_matched,learned_order_offset,0,6,0.14207526178160343,0.3333333333333333
recent_2024_2026,rolling5_matched,learned_order_offset,1,41,0.3021386328092206,0.4878048780487805
recent_2024_2026,rolling5_matched,learned_order_offset,2,45,0.5050154927033511,0.5555555555555556
recent_2024_2026,rolling5_matched,learned_order_offset,3,28,0.6808168104980101,0.5
recent_2024_2026,rolling5_matched,learned_order_offset,4,5,0.8691811980205548,1.0
recent_2024_2026,rolling5_matched,learned_vol_interaction,0,8,0.14801293535844576,0.25
recent_2024_2026,rolling5_matched,learned_vol_interaction,1,38,0.3056462962360144,0.5526315789473685
recent_2024_2026,rolling5_matched,learned_vol_interaction,2,45,0.5017411677938909,0.4666666666666667
recent_2024_2026,rolling5_matched,learned_vol_interaction,3,29,0.674414560105545,0.5862068965517241
recent_2024_2026,rolling5_matched,learned_vol_interaction,4,5,0.8672524753173052,1.0
recent_2024_2026,rolling5_matched,training_frequency,0,0,,
recent_2024_2026,rolling5_matched,training_frequency,1,0,,
recent_2024_2026,rolling5_matched,training_frequency,2,125,0.4854511877697606,0.528
recent_2024_2026,rolling5_matched,training_frequency,3,0,,
recent_2024_2026,rolling5_matched,training_frequency,4,0,,
recent_2024_2026,rolling5_quarterly20,learned_market,0,0,,
recent_2024_2026,rolling5_quarterly20,learned_market,1,21,0.34588656912747834,0.5238095238095238
recent_2024_2026,rolling5_quarterly20,learned_market,2,90,0.49432793444594947,0.5111111111111111
recent_2024_2026,rolling5_quarterly20,learned_market,3,14,0.6303815125043563,0.6428571428571429
recent_2024_2026,rolling5_quarterly20,learned_market,4,0,,
recent_2024_2026,rolling5_quarterly20,learned_order_extension,0,0,,
recent_2024_2026,rolling5_quarterly20,learned_order_extension,1,19,0.34895953915769434,0.47368421052631576
recent_2024_2026,rolling5_quarterly20,learned_order_extension,2,89,0.4885875656693172,0.5393258426966292
recent_2024_2026,rolling5_quarterly20,learned_order_extension,3,17,0.6296634240693301,0.5294117647058824
recent_2024_2026,rolling5_quarterly20,learned_order_extension,4,0,,
recent_2024_2026,rolling5_quarterly20,learned_order_offset,0,0,,
recent_2024_2026,rolling5_quarterly20,learned_order_offset,1,19,0.34975895525047934,0.47368421052631576
recent_2024_2026,rolling5_quarterly20,learned_order_offset,2,89,0.4884740982167521,0.5393258426966292
recent_2024_2026,rolling5_quarterly20,learned_order_offset,3,17,0.6291214520155783,0.5294117647058824
recent_2024_2026,rolling5_quarterly20,learned_order_offset,4,0,,
recent_2024_2026,rolling5_quarterly20,learned_vol_interaction,0,0,,
recent_2024_2026,rolling5_quarterly20,learned_vol_interaction,1,19,0.33783998618017125,0.47368421052631576
recent_2024_2026,rolling5_quarterly20,learned_vol_interaction,2,92,0.49444965049530226,0.5108695652173914
