history,method,year,n,accuracy,direction_error,correct_directions,balanced_accuracy,predicted_up_fraction,observed_up_fraction,tp,tn,fp,fn,auroc,brier,log_loss,mean_probability,probability_std,calibration_gap,clipped_probabilities
rolling3,learned_order_offset,2021,50,0.46,0.54,23,0.46457326892109496,0.56,0.46,12,11,16,11,0.5281803542673108,0.30081902824211265,0.8654545925074189,0.5187022108562107,0.25005177505020726,0.05870221085621069,0.0
rolling3,learned_order_offset,2022,49,0.40816326530612246,0.5918367346938775,20,0.47672413793103446,0.8775510204081632,0.40816326530612246,17,3,26,3,0.39482758620689656,0.4020679608280019,1.1938941083736356,0.7259735687471243,0.18288636196156152,0.3178103034410018,0.0
rolling3,learned_order_offset,2023,48,0.4166666666666667,0.5833333333333334,20,0.40834845735027225,0.4791666666666667,0.3958333333333333,7,13,16,12,0.3466424682395644,0.348901442506627,0.9420327469202521,0.47659709403430855,0.2213599493362385,0.08076376070097524,0.0
rolling3,learned_order_offset,2024,47,0.5531914893617021,0.44680851063829785,26,0.5445454545454546,0.3617021276595745,0.46808510638297873,9,17,8,13,0.6072727272727273,0.2630453280461936,0.7687760781556007,0.4098342776861029,0.23050988613498408,-0.05825082869687581,0.0
rolling3,learned_order_offset,2025,48,0.3541666666666667,0.6458333333333334,17,0.41666666666666663,0.22916666666666666,0.625,5,12,6,25,0.5,0.3716944920552237,1.006678552415701,0.3590489966935926,0.2405780963443563,-0.2659510033064074,0.0
rolling3,learned_order_offset,2026,30,0.5,0.5,15,0.5,0.5,0.4666666666666667,7,8,8,7,0.49107142857142855,0.28099330691313107,0.7622590454795577,0.50191404003712,0.17021339864179413,0.03524737337045336,0.0
rolling3,learned_vol_interaction,2021,50,0.46,0.54,23,0.46457326892109496,0.56,0.46,12,11,16,11,0.533011272141707,0.29816774507307103,0.8465628082226424,0.518413492761076,0.24348302213673756,0.058413492761075936,0.0
rolling3,learned_vol_interaction,2022,49,0.40816326530612246,0.5918367346938775,20,0.47672413793103446,0.8775510204081632,0.40816326530612246,17,3,26,3,0.3896551724137931,0.4080081042157343,1.216722519006092,0.729462287232981,0.18794003263881465,0.32129902192685855,0.0
rolling3,learned_vol_interaction,2023,48,0.3958333333333333,0.6041666666666666,19,0.3911070780399274,0.5,0.3958333333333333,7,12,17,12,0.35208711433756806,0.3498236559990127,0.9441634397798525,0.4772313922571277,0.22158748427891928,0.08139805892379437,0.0
rolling3,learned_vol_interaction,2024,47,0.574468085106383,0.425531914893617,27,0.5645454545454546,0.3404255319148936,0.46808510638297873,9,18,7,13,0.6145454545454545,0.26120670871401397,0.7719881079667257,0.40687092408723546,0.23286545284682855,-0.06121418229574327,0.0
rolling3,learned_vol_interaction,2025,48,0.3541666666666667,0.6458333333333334,17,0.41666666666666663,0.22916666666666666,0.625,5,12,6,25,0.5055555555555555,0.36996458359742906,1.001821435044923,0.3585917312393414,0.23942666351898162,-0.2664082687606586,0.0
rolling3,learned_vol_interaction,2026,30,0.5,0.5,15,0.5,0.5,0.4666666666666667,7,8,8,7,0.5133928571428571,0.2752038801635023,0.7509613044318114,0.5016764111226819,0.16231817423253894,0.035009744456015235,0.0
rolling3,native_mse,2021,50,0.5,0.5,25,0.4887278582930757,0.36,0.46,8,17,10,15,0.5152979066022544,,,,,,
rolling3,native_mse,2022,49,0.3673469387755102,0.6326530612244898,18,0.4267241379310345,0.8367346938775511,0.40816326530612246,15,3,26,5,0.39482758620689656,,,,,,
rolling3,native_mse,2023,48,0.4166666666666667,0.5833333333333334,20,0.40834845735027225,0.4791666666666667,0.3958333333333333,7,13,16,12,0.3629764065335753,,,,,,
rolling3,native_mse,2024,47,0.6382978723404256,0.3617021276595745,30,0.63,0.3617021276595745,0.46808510638297873,11,19,6,11,0.6563636363636364,,,,,,
rolling3,native_mse,2025,48,0.3541666666666667,0.6458333333333334,17,0.40555555555555556,0.2708333333333333,0.625,6,11,7,24,0.48518518518518516,,,,,,
rolling3,native_mse,2026,30,0.5666666666666667,0.43333333333333335,17,0.5625,0.43333333333333335,0.4666666666666667,7,10,6,7,0.5178571428571429,,,,,,
rolling3,training_frequency,2021,50,0.46,0.54,23,0.5,1.0,0.46,23,0,27,0,0.5,0.25620440462745336,0.7056022109850921,0.5483425414364641,0.0,0.08834254143646408,0.0
rolling3,training_frequency,2022,49,0.40816326530612246,0.5918367346938775,20,0.5,1.0,0.40816326530612246,20,0,29,0,0.5,0.26570667337781545,0.7247532764244167,0.56353591160221,0.0,0.1553726462960875,0.0
rolling3,training_frequency,2023,48,0.6041666666666666,0.3958333333333333,29,0.5,0.0,0.3958333333333333,0,29,0,19,0.5,0.24730633077810435,0.6877585126122622,0.4861495844875346,5.551115123125783e-17,0.09031625115420128,0.0
rolling3,training_frequency,2024,47,0.5319148936170213,0.46808510638297873,25,0.5,0.0,0.46808510638297873,0,25,0,22,0.5,0.2502312593371942,0.6936402216917862,0.43273231622746183,0.0,-0.0353527901555169,0.0
rolling3,training_frequency,2025,48,0.375,0.625,18,0.5,0.0,0.625,0,18,0,30,0.5,0.2721836419753087,0.7378345911987235,0.4305555555555555,5.551115123125783e-17,-0.19444444444444448,0.0
rolling3,training_frequency,2026,30,0.4666666666666667,0.5333333333333333,14,0.5,1.0,0.4666666666666667,14,0,16,0,0.5,0.25068229195722025,0.6945119211881365,0.509015256588072,1.1102230246251565e-16,0.04234858992140533,0.0
rolling5,learned_market,2021,50,0.56,0.44,28,0.5700483091787439,0.62,0.46,16,12,15,7,0.5507246376811594,0.2775983133384077,0.7711867314816194,0.584616920713396,0.1724518490353467,0.12461692071339597,0.0
rolling5,learned_market,2022,49,0.2857142857142857,0.7142857142857143,14,0.3112068965517242,0.673469387755102,0.40816326530612246,9,5,24,11,0.31896551724137934,0.35331984713996617,0.9217753777959287,0.5739527138923535,0.18091928017141676,0.16578944858623101,0.0
rolling5,learned_market,2023,48,0.4791666666666667,0.5208333333333334,23,0.49637023593466423,0.5833333333333334,0.3958333333333333,11,12,17,8,0.47368421052631576,0.29902876761228514,0.8115521539597227,0.5002274687341699,0.19030462020993952,0.10439413540083659,0.0
rolling5,learned_market,2024,47,0.6382978723404256,0.3617021276595745,30,0.6381818181818182,0.48936170212765956,0.46808510638297873,14,16,9,8,0.6745454545454546,0.22631044344739099,0.6449131630651929,0.5026817567781646,0.20435390463957773,0.03459665039518589,0.0
rolling5,learned_market,2025,48,0.5,0.5,24,0.5222222222222223,0.4166666666666667,0.625,13,11,7,17,0.5888888888888889,0.27016676143002566,0.7421254579018076,0.4449727462810107,0.1785251033973329,-0.1800272537189893,0.0
rolling5,learned_market,2026,30,0.5666666666666667,0.43333333333333335,17,0.5580357142857143,0.36666666666666664,0.4666666666666667,6,11,5,8,0.4732142857142857,0.2785743225388374,0.75777501942626,0.4747036931970128,0.1496004367182388,0.008037026530346103,0.0
rolling5,learned_order_extension,2021,50,0.56,0.44,28,0.5700483091787439,0.62,0.46,16,12,15,7,0.5507246376811594,0.2825616622980457,0.7970215792987961,0.5855163476554796,0.18680322187588705,0.12551634765547953,0.0
rolling5,learned_order_extension,2022,49,0.3469387755102041,0.6530612244897959,17,0.3706896551724138,0.6530612244897959,0.40816326530612246,10,7,22,10,0.31896551724137934,0.35648019657992813,0.9341357087505321,0.5762275882098077,0.18578820493809697,0.16806432290368523,0.0
rolling5,learned_order_extension,2023,48,0.4791666666666667,0.5208333333333334,23,0.48729582577132485,0.5416666666666666,0.3958333333333333,10,13,16,9,0.47368421052631576,0.2953447304992635,0.8051519214198498,0.4993151341678699,0.18999868189160077,0.10348180083453656,0.0
rolling5,learned_order_extension,2024,47,0.6595744680851063,0.3404255319148936,31,0.6609090909090909,0.5106382978723404,0.46808510638297873,15,16,9,7,0.6763636363636364,0.22429826858936439,0.6400425637549649,0.5042908659989943,0.19705141391392894,0.036205759616015576,0.0
rolling5,learned_order_extension,2025,48,0.5208333333333334,0.4791666666666667,25,0.538888888888889,0.4375,0.625,14,11,7,16,0.5851851851851851,0.2732680884493593,0.7511640368093064,0.44829541111469035,0.18744407460454582,-0.17670458888530965,0.0
rolling5,learned_order_extension,2026,30,0.5333333333333333,0.4666666666666667,16,0.5267857142857143,0.4,0.4666666666666667,6,10,6,8,0.45535714285714285,0.28432418527639564,0.7726565244782437,0.4733375544572414,0.16405721235169768,0.006670887790574731,0.0
rolling5,learned_order_offset,2021,50,0.56,0.44,28,0.5700483091787439,0.62,0.46,16,12,15,7,0.5523349436392915,0.28152498138021964,0.792572956936687,0.5857943275021619,0.18420354987853135,0.12579432750216185,0.0
rolling5,learned_order_offset,2022,49,0.3469387755102041,0.6530612244897959,17,0.3706896551724138,0.6530612244897959,0.40816326530612246,10,7,22,10,0.31896551724137934,0.35589894491395996,0.9325422682228165,0.5759025525476595,0.1853055339413423,0.16773928724153708,0.0
rolling5,learned_order_offset,2023,48,0.5,0.5,24,0.5136116152450091,0.5625,0.3958333333333333,11,13,16,8,0.47549909255898365,0.2941252169611776,0.8009088438966877,0.5008306050292367,0.1874753318778681,0.1049972716959034,0.0
rolling5,learned_order_offset,2024,47,0.6808510638297872,0.3191489361702128,32,0.6809090909090909,0.48936170212765956,0.46808510638297873,15,17,8,7,0.6763636363636364,0.22449553049574372,0.6402150500803411,0.5040072043469241,0.19518993056263687,0.03592209796394541,0.0
rolling5,learned_order_offset,2025,48,0.5208333333333334,0.4791666666666667,25,0.538888888888889,0.4375,0.625,14,11,7,16,0.5888888888888889,0.27382432671670315,0.7522377746172145,0.44654592518361863,0.1863115865513337,-0.17845407481638137,0.0
rolling5,learned_order_offset,2026,30,0.5333333333333333,0.4666666666666667,16,0.5267857142857143,0.4,0.4666666666666667,6,10,6,8,0.45982142857142855,0.2836128575888123,0.7707608982864051,0.47506887861487995,0.16288394344982443,0.008402211948213278,0.0
rolling5,learned_vol_interaction,2021,50,0.56,0.44,28,0.5700483091787439,0.62,0.46,16,12,15,7,0.5587761674718197,0.2773919959815814,0.7703354560314469,0.5840353176095328,0.1722642613341367,0.12403531760953274,0.0
rolling5,learned_vol_interaction,2022,49,0.32653061224489793,0.673469387755102,16,0.35344827586206895,0.673469387755102,0.40816326530612246,10,6,23,10,0.32241379310344825,0.3538183658487915,0.9236019114859327,0.5758509741834308,0.18030361364958736,0.16768770887730833,0.0
rolling5,learned_vol_interaction,2023,48,0.4791666666666667,0.5208333333333334,23,0.49637023593466423,0.5833333333333334,0.3958333333333333,11,12,17,8,0.47368421052631576,0.30219442814962,0.8221301523393638,0.49923543862022185,0.1998231059991527,0.10340210528688853,0.0
rolling5,learned_vol_interaction,2024,47,0.6382978723404256,0.3617021276595745,30,0.6381818181818182,0.48936170212765956,0.46808510638297873,14,16,9,8,0.6872727272727273,0.22498091471469528,0.6419834136422953,0.503721027557018,0.2042281164712855,0.03563592117403924,0.0
rolling5,learned_vol_interaction,2025,48,0.5,0.5,24,0.5222222222222223,0.4166666666666667,0.625,13,11,7,17,0.587037037037037,0.2713204833806182,0.745019956573342,0.44438275801243726,0.18105523037130147,-0.18061724198756274,0.0
rolling5,learned_vol_interaction,2026,30,0.5333333333333333,0.4666666666666667,16,0.5267857142857143,0.4,0.4666666666666667,6,10,6,8,0.47767857142857145,0.2775225939076531,0.7547236016845825,0.4755346410143901,0.1496417399552769,0.008867974347723406,0.0
rolling5,native_mse,2021,50,0.46,0.54,23,0.46779388083735907,0.6,0.46,13,10,17,10,0.5169082125603864,,,,,,
rolling5,native_mse,2022,49,0.30612244897959184,0.6938775510204082,15,0.328448275862069,0.6530612244897959,0.40816326530612246,9,6,23,11,0.3086206896551724,,,,,,
rolling5,native_mse,2023,48,0.4583333333333333,0.5416666666666666,22,0.47005444646098005,0.5625,0.3958333333333333,10,12,17,9,0.4500907441016334,,,,,,
rolling5,native_mse,2024,47,0.574468085106383,0.425531914893617,27,0.5836363636363636,0.6382978723404256,0.46808510638297873,16,11,14,6,0.6890909090909091,,,,,,
rolling5,native_mse,2025,48,0.5416666666666666,0.4583333333333333,26,0.6,0.2916666666666667,0.625,11,15,3,19,0.6351851851851852,,,,,,
rolling5,native_mse,2026,30,0.5333333333333333,0.4666666666666667,16,0.5223214285714286,0.3333333333333333,0.4666666666666667,5,11,5,9,0.4732142857142857,,,,,,
rolling5,training_frequency,2021,50,0.46,0.54,23,0.5,1.0,0.46,23,0,27,0,0.5,0.2579561916587699,0.7091459046712631,0.5577557755775578,1.1102230246251565e-16,0.09775577557755782,0.0
rolling5,training_frequency,2022,49,0.40816326530612246,0.5918367346938775,20,0.5,1.0,0.40816326530612246,20,0,29,0,0.5,0.2605181144451977,0.7142485422142615,0.545829892650702,1.1102230246251565e-16,0.13766662734457957,0.0
rolling5,training_frequency,2023,48,0.3958333333333333,0.6041666666666666,19,0.5,1.0,0.3958333333333333,19,0,29,0,0.5,0.2506114962840729,0.6943701868881638,0.5028949545078577,0.0,0.10706162117452439,0.0
rolling5,training_frequency,2024,47,0.46808510638297873,0.5319148936170213,22,0.5,1.0,0.46808510638297873,22,0,25,0,0.5,0.250164685176182,0.6934765536715868,0.5024834437086093,0.0,0.03439833732563058,0.0
rolling5,training_frequency,2025,48,0.375,0.625,18,0.5,0.0,0.625,0,18,0,30,0.5,0.2575895398628747,0.7083421905167125,0.472636815920398,0.0,-0.15236318407960198,0.0
rolling5,training_frequency,2026,30,0.5333333333333333,0.4666666666666667,16,0.5,0.0,0.4666666666666667,0,16,0,14,0.5,0.24904774084249842,0.6912418164569819,0.47927031509121076,1.6653345369377348e-16,0.01260364842454409,0.0
