job,iteration,gamma,objective,gradient,hessian
learned_order_offset_2014-12-31_20260910,0,0.0,0.6323057527450312,-0.016671967847274042,0.216369983640363
learned_order_offset_2014-12-31_20260910,1,0.07705305313968674,0.6316634175606864,-5.4353625511013685e-06,0.21599069293380677
learned_order_offset_2014-12-31_20260910,2,0.07707821793950878,0.6316634174922965,-4.511057326295198e-12,0.21599033438770981
learned_order_offset_2014-12-31_20260911,0,0.0,0.6309899118240835,-0.03159146659570732,0.2167995062159102
learned_order_offset_2014-12-31_20260911,1,0.14571742872995957,0.6286654038403503,-0.0004865009447071588,0.20966858535021093
learned_order_offset_2014-12-31_20260911,2,0.14803776176361147,0.6286648392980604,-1.5544156498417672e-07,0.2095345097629274
learned_order_offset_2014-12-31_20260911,3,0.1480385036059226,0.6286648392980027,-1.5929531999026025e-14,0.20953446680752852
learned_order_offset_2014-12-31_20260912,0,0.0,0.6313933455712308,-0.02548302032342476,0.2089444220433155
learned_order_offset_2014-12-31_20260912,1,0.12196075910627549,0.6298335369597444,-0.00015070209557267516,0.20624484710127253
learned_order_offset_2014-12-31_20260912,2,0.12269145418879882,0.6298334818992914,-7.445172004946765e-09,0.20622445969537145
learned_order_offset_2014-12-31_20260912,3,0.12269149029107308,0.6298334818992912,-1.3227266504323154e-17,0.20622445868672173
learned_order_offset_2015-12-31_20260910,0,0.0,0.6284629253179373,-0.04713485603641986,0.21400334095806314
learned_order_offset_2015-12-31_20260910,1,0.2202528980407674,0.6232361148410926,-0.0005590408602881131,0.20769315019423798
learned_order_offset_2015-12-31_20260910,2,0.22294456533824586,0.6232353623175567,-1.6455670471008862e-07,0.20757069865834066
learned_order_offset_2015-12-31_20260910,3,0.2229453581124947,0.6232353623174915,-1.4362643019349974e-14,0.20757066243342598
learned_order_offset_2015-12-31_20260911,0,0.0,0.6441864665105411,-0.05082087284010092,0.22672893290148805
learned_order_offset_2015-12-31_20260911,1,0.22414815872741833,0.6383919123460207,-0.0013875041141204318,0.21328905988154812
learned_order_offset_2015-12-31_20260911,2,0.23065343431394394,0.6383873959684585,-1.5363284648203454e-06,0.2128161119340658
learned_order_offset_2015-12-31_20260911,3,0.23066065335601205,0.638387395962913,-1.9018051022889892e-12,0.21281558504886353
learned_order_offset_2015-12-31_20260912,0,0.0,0.6351125266901669,-0.037625788516254095,0.22172899796431547
learned_order_offset_2015-12-31_20260912,1,0.1696926827870728,0.6319055288034933,-0.0003085035148794055,0.2169016515411253
learned_order_offset_2015-12-31_20260912,2,0.17111500259278858,0.6319053093844644,-5.001548603706871e-08,0.2168312421272003
learned_order_offset_2015-12-31_20260912,3,0.1711152332582847,0.6319053093844585,-1.3209919269563386e-15,0.21683123066961668
learned_order_offset_2016-12-31_20260910,0,0.0,0.6360587222343935,0.0039928920396346225,0.21111486493439766
learned_order_offset_2016-12-31_20260910,1,-0.01891336283153431,0.6360210127508373,-7.898300155040713e-06,0.21194225515811915
learned_order_offset_2016-12-31_20260910,2,-0.018876096548087678,0.6360210126036668,-2.949748683701327e-11,0.2119406720600666
learned_order_offset_2016-12-31_20260911,0,0.0,0.6547678139621527,-0.04415076478840394,0.22332612774724747
learned_order_offset_2016-12-31_20260911,1,0.1976963700296286,0.650316781347272,-0.0013719235669002253,0.2084749470229127
learned_order_offset_2016-12-31_20260911,2,0.2042771299074543,0.6503122630649867,-1.8847174029553576e-06,0.20790165755001963
learned_order_offset_2016-12-31_20260911,3,0.20428619533495096,0.6503122630564439,-3.5888653160398576e-12,0.20790086578037545
learned_order_offset_2016-12-31_20260912,0,0.0,0.6622414150743307,-0.014040815849098921,0.23506380316925587
learned_order_offset_2016-12-31_20260912,1,0.059731935158851064,0.6618210438660036,-5.48191772405379e-05,0.23302088071246016
learned_order_offset_2016-12-31_20260912,2,0.05996718951491104,0.6618210374176823,-1.226427268552141e-09,0.2330104514003591
learned_order_offset_2016-12-31_20260912,3,0.05996719477831129,0.6618210374176823,-2.168404344971009e-19,0.23301045116682584
learned_order_offset_2017-12-31_20260910,0,0.0,0.647430152016789,-0.013927056516328487,0.20614933648990535
learned_order_offset_2017-12-31_20260910,1,0.06755809527919805,0.6469575488324538,-9.667111433944904e-05,0.2032461190467697
learned_order_offset_2017-12-31_20260910,2,0.06803373100003168,0.6469575258415347,-5.055672086702601e-09,0.2032248587300348
learned_order_offset_2017-12-31_20260910,3,0.06803375587726432,0.6469575258415347,-1.441988889405721e-17,0.20322485761778278
learned_order_offset_2017-12-31_20260911,0,0.0,0.6501848938870769,-0.039005023701356105,0.22146706730688762
learned_order_offset_2017-12-31_20260911,1,0.17612110087368754,0.646684485846232,-0.001152741300571607,0.20769933424290368
learned_order_offset_2017-12-31_20260911,2,0.181671148998654,0.646681284491102,-1.3355610497093901e-06,0.20721785160763706
learned_order_offset_2017-12-31_20260911,3,0.1816775942013204,0.6466812844867978,-1.8041451579214884e-12,0.2072172917663258
learned_order_offset_2017-12-31_20260912,0,0.0,0.637879778213043,-0.011142193856678204,0.21885906517273557
learned_order_offset_2017-12-31_20260912,1,0.05091036027173092,0.6375956157102107,-3.27357746881231e-05,0.21748338734293535
learned_order_offset_2017-12-31_20260912,2,0.05106088107742585,0.637595613246485,-3.6497782595658335e-10,0.21747853706893822
learned_order_offset_2017-12-31_20260912,3,0.05106088275565043,0.637595613246485,2.6020852139652106e-18,0.21747853701483555
learned_order_offset_2018-12-31_20260910,0,0.0,0.6298053706115008,-0.023697090351290428,0.2044576762819511
learned_order_offset_2018-12-31_20260910,1,0.11590217976757047,0.62842474735394,-0.00019644107861148505,0.20085888480443884
learned_order_offset_2018-12-31_20260910,2,0.1168801851906452,0.6284246512880528,-1.7387525579927454e-08,0.2008233136425138
learned_order_offset_2018-12-31_20260910,3,0.11688027177185564,0.628424651288052,-1.4072944198861848e-16,0.20082331048972643
learned_order_offset_2018-12-31_20260911,0,0.0,0.6453333673145729,-0.029940304998713706,0.21546213391225574
learned_order_offset_2018-12-31_20260911,1,0.13895854670643204,0.6432298573635,-0.0005132372705065726,0.2077983149273357
learned_order_offset_2018-12-31_20260911,2,0.1414284284794678,0.643229223394421,-1.839175815215692e-07,0.20764932982382628
learned_order_offset_2018-12-31_20260911,3,0.1414293141918449,0.6432292233943393,-2.3685697500552827e-14,0.20764927633585697
learned_order_offset_2018-12-31_20260912,0,0.0,0.6463600772596388,-0.020790823678657873,0.21868078992301584
learned_order_offset_2018-12-31_20260912,1,0.09507384569983057,0.6453660566657979,-0.00018712069169893688,0.21443390811738147
learned_order_offset_2018-12-31_20260912,2,0.0959464721111186,0.6453659750165873,-2.0569601190964862e-08,0.21438674166893587
learned_order_offset_2018-12-31_20260912,3,0.09594656805735591,0.6453659750165863,-2.4730651554394356e-16,0.21438673647556947
learned_order_offset_2019-12-31_20260910,0,0.0,0.649292997463708,-0.008539902221137591,0.22050238583018747
learned_order_offset_2019-12-31_20260910,1,0.03872929623407481,0.6491275801091095,-4.036680458071413e-06,0.22023826704457017
learned_order_offset_2019-12-31_20260910,2,0.038747624931045783,0.649127580072116,-1.869833660735759e-12,0.2202380629985636
learned_order_offset_2019-12-31_20260911,0,0.0,0.6377705244395938,-0.016784731533607232,0.21082932646784647
learned_order_offset_2019-12-31_20260911,1,0.07961288789758131,0.6370988983843886,-0.00013409639734225632,0.20732701689893668
learned_order_offset_2019-12-31_20260911,2,0.08025967479177379,0.637098855016293,-1.0203434865898794e-08,0.20729545822314913
learned_order_offset_2019-12-31_20260911,3,0.08025972401347384,0.6370988550162927,-6.179952383167375e-17,0.20729545581975656
learned_order_offset_2019-12-31_20260912,0,0.0,0.6546051367383211,-0.009502096768795345,0.2210783537067794
learned_order_offset_2019-12-31_20260912,1,0.0429806745412903,0.654400831418507,-7.841382267693e-06,0.22064676597758015
learned_order_offset_2019-12-31_20260912,2,0.04301621271123787,0.6544008312791728,-9.275040913254984e-12,0.2206462439561825
raw_order_offset_2014-12-31_-1,0,0.0,0.6498682660354873,-0.012518311181197901,0.22783225613533895
raw_order_offset_2014-12-31_-1,1,0.05494529788513204,0.6495240910268556,-1.6483806010245605e-05,0.22708096680653045
raw_order_offset_2014-12-31_-1,2,0.05501788787909789,0.6495240904285744,-5.780022435068061e-11,0.227079374030579
raw_order_offset_2015-12-31_-1,0,0.0,0.661003557176416,-0.009666384091526217,0.23614680114470082
raw_order_offset_2015-12-31_-1,1,0.040933792220217556,0.6608052439889409,-3.565591885544008e-05,0.23430415243228242
raw_order_offset_2015-12-31_-1,2,0.04108597014145924,0.6608052412758885,-6.050475790417113e-10,0.23429619928192333
raw_order_offset_2015-12-31_-1,3,0.04108597272386382,0.6608052412758884,2.0057740190981832e-18,0.2342961991468947
raw_order_offset_2016-12-31_-1,0,0.0,0.6665166849002733,-0.011935407144019205,0.2417425334965412
raw_order_offset_2016-12-31_-1,1,0.04937239207096328,0.6662212335179214,-5.158425706383715e-05,0.23947112707072724
raw_order_offset_2016-12-31_-1,2,0.04958780115887642,0.6662212279619677,-1.3192802953603325e-09,0.2394588747508671
raw_order_offset_2016-12-31_-1,3,0.049587806668299685,0.6662212279619678,-3.3610267347050637e-18,0.23945887443724545
raw_order_offset_2017-12-31_-1,0,0.0,0.6763255290361483,-0.02328415201527418,0.24720287939375782
raw_order_offset_2017-12-31_-1,1,0.09419045632630335,0.6752237331422264,-0.0001877576256242568,0.2423237124318347
raw_order_offset_2017-12-31_-1,2,0.094965277839807,0.6752236603967452,-2.3850701299913714e-08,0.2422620938913371
raw_order_offset_2017-12-31_-1,3,0.0949653762897994,0.6752236603967442,-3.791454997181809e-16,0.2422620860413503
raw_order_offset_2018-12-31_-1,0,0.0,0.6761354085639621,-0.018931684350557258,0.24652818773363594
raw_order_offset_2018-12-31_-1,1,0.07679318346757248,0.6754055661224769,-0.00012781834804001014,0.2425109936320887
raw_order_offset_2018-12-31_-1,2,0.07732024554474133,0.675405532436452,-1.0948817503347343e-08,0.24246941657958826
raw_order_offset_2018-12-31_-1,3,0.0773202907001991,0.6754055324364517,-8.66277535815918e-17,0.2424694130096932
raw_order_offset_2019-12-31_-1,0,0.0,0.6792916713783786,-0.006249584995957367,0.24887756823060822
raw_order_offset_2019-12-31_-1,1,0.02511108188812961,0.6792131280556652,-9.661952063435577e-06,0.2480231201804761
raw_order_offset_2019-12-31_-1,2,0.02515003774053726,0.6792131278674699,-3.349405388458626e-11,0.24802140038838086
