job,method,cutoff,seed,row_index,date,order_feature,frozen_base_logit,frozen_original_interaction_logit,frozen_parent_logit,order_interaction_logit,logit,joint_parent_logit,joint_order_logit,joint_logit,parent_constraint_component,order_coefficient_component,total_logit_difference
learned_order_offset_2014-12-31_20260910,learned_order_offset,2014-12-31,20260910,1087,2015-01-09,1.687567934130874,0.1839911070898752,-0.004348911590125871,0.1796421954997493,0.1300747290146661,0.3097169245144154,0.1774488986128582,0.13030755540072747,0.30775645401358565,0.0021932968868910996,-0.0002328263860613564,0.0019604705008297307
learned_order_offset_2014-12-31_20260910,learned_order_offset,2014-12-31,20260910,1092,2015-01-16,0.7648408293101535,0.029288496925360633,-0.0039048200199405707,0.02538367690542004,0.05895256813060265,0.08433624503602269,0.02357364102349291,0.0590580898832971,0.08263173090679002,0.00181003588192713,-0.00010552175269445701,0.0017045141292326774
learned_order_offset_2014-12-31_20260910,learned_order_offset,2014-12-31,20260910,1097,2015-01-23,0.20320389516818782,0.5631121074228571,-0.0069943157093162334,0.5561177917135408,0.015662594117930678,0.5717803858314715,0.5545016027467741,0.015690629272894656,0.5701922320196687,0.0016161889667667406,-2.8035154963978368e-05,0.0015881538118027796
learned_order_offset_2014-12-31_20260910,learned_order_offset,2014-12-31,20260910,1102,2015-01-30,0.83128922271032,0.342952625354252,-0.00620500810673982,0.33674761724751223,0.0640742918788309,0.40082190912634313,0.3357148910930082,0.06418898122648971,0.3999038723194979,0.0010327261545040045,-0.00011468934765881134,0.0009180368068451988
learned_order_offset_2014-12-31_20260910,learned_order_offset,2014-12-31,20260910,1107,2015-02-06,0.8047116546898899,0.21029324627811458,-0.0011710886918936817,0.20912215758622077,0.062025740298650066,0.2711478978848708,0.21026090335639758,0.06213676285519052,0.2723976662115881,-0.0011387457701768078,-0.00011102255654045347,-0.0012497683267172835
learned_order_offset_2014-12-31_20260910,learned_order_offset,2014-12-31,20260910,1112,2015-02-13,0.6598052473603514,0.24565988094962582,-0.0014412027874735709,0.24421867816215226,0.05085661265367267,0.29507529081582495,0.24414710105617177,0.05094764310533051,0.2950947441615023,7.15771059804915e-05,-9.103045165784502e-05,-1.945334567732271e-05
learned_order_offset_2014-12-31_20260910,learned_order_offset,2014-12-31,20260910,1117,2015-02-27,0.6434454140585434,-0.036372839958885364,0.00021184119550606755,-0.03616099876337933,0.04959562585698187,0.01343462709360254,-0.0366838336755923,0.04968439921380686,0.013000565538214555,0.0005228349122129716,-8.877335682498552e-05,0.0004340615553879851
learned_order_offset_2014-12-31_20260910,learned_order_offset,2014-12-31,20260910,1122,2015-03-06,0.47558762634538043,0.31274781462290585,-0.001012560860242236,0.31173525376266364,0.0366574467127829,0.34839270047544657,0.30935951210238793,0.03672306146289637,0.3460825735652843,0.0023757416602757098,-6.5614750113465e-05,0.0023101269101622676
learned_order_offset_2014-12-31_20260910,learned_order_offset,2014-12-31,20260910,1127,2015-03-13,0.0616090773898117,0.24382655762655503,0.0007335590062046663,0.24456011663275956,0.004748717894103969,0.24930883452686353,0.24257569801026077,0.004757217829749305,0.24733291584001008,0.0019844186224987903,-8.499935645335545e-06,0.001975918686853456
learned_order_offset_2014-12-31_20260910,learned_order_offset,2014-12-31,20260910,1131,2015-09-25,1.8091472159872786,-0.14194499055454785,0.012228883728515551,-0.12971610682603224,0.13944584339852303,0.009729736572490794,-0.12538175194909273,0.13969544354772723,0.014313691598634493,-0.004334354876939506,-0.0002496001492041956,-0.004583955026143699
learned_order_offset_2014-12-31_20260910,learned_order_offset,2014-12-31,20260910,1136,2015-10-09,1.771600671561646,-0.5598598704493348,0.01739863419887605,-0.5424612362504588,0.13655182266440866,-0.40590941358605015,-0.5370013766339711,0.1367962426806707,-0.4002051339533004,-0.005459859616487761,-0.0002444200162620427,-0.005704279632749776
learned_order_offset_2014-12-31_20260910,learned_order_offset,2014-12-31,20260910,1141,2015-10-16,1.379705212426961,0.38072429305390487,0.015684619642473384,0.3964089126963783,0.10634521905572157,0.5027541317520998,0.3991373682158856,0.10653557096508326,0.5056729391809689,-0.002728455519507289,-0.0001903519093616964,-0.002918807428869019
