history,method,row_index,date,year,cutoff,state,action,original_accepted,original_reason,retention_reason,source_cutoff,expiry,source_age_days,used_retained_source,probability,annual_probability,monthly_probability,quarterly_probability,actual_up,changed_vs_annual,changed_vs_monthly,changed_vs_quarterly,case_vs_annual,case_vs_monthly,case_vs_quarterly,brier_vs_annual,brier_vs_monthly,brier_vs_quarterly
monthly_state_retained,learned_market,2418,2021-01-08,2021,2020-12-31,nonnegative_low,fallback,False,annual_reset,cleared_annual_reset,,,,False,0.5075530912524239,0.5075530912524239,0.5075530912524239,0.5075530912524239,0,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_market,2423,2021-01-15,2021,2020-12-31,nonnegative_high,fallback,False,annual_reset,cleared_annual_reset,,,,False,0.3650104266377245,0.3650104266377245,0.3650104266377245,0.3650104266377245,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_market,2428,2021-01-22,2021,2020-12-31,nonnegative_high,fallback,False,annual_reset,cleared_annual_reset,,,,False,0.3866446547735138,0.3866446547735138,0.3866446547735138,0.3866446547735138,0,False,False,False,stable_correct,stable_correct,stable_correct,0.0,0.0,0.0
monthly_state_retained,learned_market,2433,2021-01-29,2021,2020-12-31,nonnegative_high,fallback,False,annual_reset,cleared_annual_reset,,,,False,0.42114716721388007,0.42114716721388007,0.42114716721388007,0.42114716721388007,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_vol_interaction,2418,2021-01-08,2021,2020-12-31,nonnegative_low,fallback,False,annual_reset,cleared_annual_reset,,,,False,0.5001109789678101,0.5001109789678101,0.5001109789678101,0.5001109789678101,0,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_vol_interaction,2423,2021-01-15,2021,2020-12-31,nonnegative_high,fallback,False,annual_reset,cleared_annual_reset,,,,False,0.35551204281105386,0.35551204281105386,0.35551204281105386,0.35551204281105386,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_vol_interaction,2428,2021-01-22,2021,2020-12-31,nonnegative_high,fallback,False,annual_reset,cleared_annual_reset,,,,False,0.3798623603077121,0.3798623603077121,0.3798623603077121,0.3798623603077121,0,False,False,False,stable_correct,stable_correct,stable_correct,0.0,0.0,0.0
monthly_state_retained,learned_vol_interaction,2433,2021-01-29,2021,2020-12-31,nonnegative_high,fallback,False,annual_reset,cleared_annual_reset,,,,False,0.4201105418958859,0.4201105418958859,0.4201105418958859,0.4201105418958859,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_order_extension,2418,2021-01-08,2021,2020-12-31,nonnegative_low,fallback,False,annual_reset,cleared_annual_reset,,,,False,0.5006390642110335,0.5006390642110335,0.5006390642110335,0.5006390642110335,0,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_order_extension,2423,2021-01-15,2021,2020-12-31,nonnegative_high,fallback,False,annual_reset,cleared_annual_reset,,,,False,0.36312116261704536,0.36312116261704536,0.36312116261704536,0.36312116261704536,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_order_extension,2428,2021-01-22,2021,2020-12-31,nonnegative_high,fallback,False,annual_reset,cleared_annual_reset,,,,False,0.37937301567380316,0.37937301567380316,0.37937301567380316,0.37937301567380316,0,False,False,False,stable_correct,stable_correct,stable_correct,0.0,0.0,0.0
monthly_state_retained,learned_order_extension,2433,2021-01-29,2021,2020-12-31,nonnegative_high,fallback,False,annual_reset,cleared_annual_reset,,,,False,0.4164878744676635,0.4164878744676635,0.4164878744676635,0.4164878744676635,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_order_offset,2418,2021-01-08,2021,2020-12-31,nonnegative_low,fallback,False,annual_reset,cleared_annual_reset,,,,False,0.5003806912174752,0.5003806912174752,0.5003806912174752,0.5003806912174752,0,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_order_offset,2423,2021-01-15,2021,2020-12-31,nonnegative_high,fallback,False,annual_reset,cleared_annual_reset,,,,False,0.36260783043901706,0.36260783043901706,0.36260783043901706,0.36260783043901706,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_order_offset,2428,2021-01-22,2021,2020-12-31,nonnegative_high,fallback,False,annual_reset,cleared_annual_reset,,,,False,0.3787130541287635,0.3787130541287635,0.3787130541287635,0.3787130541287635,0,False,False,False,stable_correct,stable_correct,stable_correct,0.0,0.0,0.0
monthly_state_retained,learned_order_offset,2433,2021-01-29,2021,2020-12-31,nonnegative_high,fallback,False,annual_reset,cleared_annual_reset,,,,False,0.4164554105897655,0.4164554105897655,0.4164554105897655,0.4164554105897655,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
monthly_state_retained,learned_market,2438,2021-02-05,2021,2021-01-31,nonnegative_high,fallback,False,q1_guard,cleared_q1_guard,,,,False,0.4985813898598063,0.4985813898598063,0.4985813898598063,0.4985813898598063,1,False,False,False,stable_wrong,stable_wrong,stable_wrong,0.0,0.0,0.0
