window,history,method,seed,n,accuracy,direction_error,correct_directions,balanced_accuracy,predicted_up_fraction,observed_up_fraction,tp,tn,fp,fn,auroc,brier,log_loss,mean_probability,probability_std,calibration_gap,clipped_probabilities
extension_2021_2023,rolling5_annual20,learned_market,20260910,147,0.4557823129251701,0.54421768707483,67,0.47922201138519926,0.6530612244897959,0.4217687074829932,39,28,57,23,0.48975332068311195,0.2813771786903499,0.7608789958542974,0.5570144279915797,0.13038924834087298,0.13524572050858652,0.0
extension_2021_2023,rolling5_annual20,learned_market,20260911,147,0.4421768707482993,0.5578231292517006,65,0.45218216318785576,0.5714285714285714,0.4217687074829932,32,33,52,30,0.4977229601518027,0.2818423883057918,0.7663665204472767,0.5481219808807567,0.15036870664942498,0.12635327339776348,0.0
extension_2021_2023,rolling5_annual20,learned_market,20260912,147,0.43537414965986393,0.564625850340136,64,0.4397533206831119,0.5374149659863946,0.4217687074829932,29,35,50,33,0.40702087286527516,0.2906799053434486,0.7811441328243067,0.5155400682744908,0.13729963670775408,0.09377136079149762,0.0
extension_2021_2023,rolling5_annual20,learned_order_extension,20260910,147,0.4489795918367347,0.5510204081632653,66,0.471157495256167,0.6462585034013606,0.4217687074829932,38,28,57,24,0.505123339658444,0.27946291322810757,0.7581628194719455,0.5578030895938667,0.14012056349051702,0.1360343821108735,0.0
extension_2021_2023,rolling5_annual20,learned_order_extension,20260911,147,0.4557823129251701,0.54421768707483,67,0.46831119544592026,0.5850340136054422,0.4217687074829932,34,33,52,28,0.49316888045540797,0.28658541628937584,0.7824450796199101,0.5540347188336493,0.1616336412097462,0.13226601135065608,0.0
extension_2021_2023,rolling5_annual20,learned_order_extension,20260912,147,0.43537414965986393,0.564625850340136,64,0.43757115749525616,0.5238095238095238,0.4217687074829932,28,36,49,34,0.4074003795066414,0.285443457120633,0.7682960077890902,0.5135891026988121,0.12558398543116825,0.09182039521581886,0.0
extension_2021_2023,rolling5_annual20,learned_order_offset,20260910,147,0.4489795918367347,0.5510204081632653,66,0.471157495256167,0.6462585034013606,0.4217687074829932,38,28,57,24,0.505123339658444,0.27943021363444037,0.7580844430439616,0.5578026518124531,0.13992414355372051,0.13603394432945992,0.0
extension_2021_2023,rolling5_annual20,learned_order_offset,20260911,147,0.4557823129251701,0.54421768707483,67,0.46831119544592026,0.5850340136054422,0.4217687074829932,34,33,52,28,0.49240986717267554,0.28649420700233297,0.7820821496684909,0.5535939266430118,0.16128082241090666,0.13182521916001855,0.0
extension_2021_2023,rolling5_annual20,learned_order_offset,20260912,147,0.43537414965986393,0.564625850340136,64,0.43757115749525616,0.5238095238095238,0.4217687074829932,28,36,49,34,0.40702087286527516,0.28508956842471056,0.7675050816313059,0.5140731258482155,0.12423457341933153,0.0923044183652223,0.0
extension_2021_2023,rolling5_annual20,learned_vol_interaction,20260910,147,0.4557823129251701,0.54421768707483,67,0.47703984819734346,0.6394557823129252,0.4217687074829932,38,29,56,24,0.4956356736242884,0.284381008390275,0.7684637929339811,0.5600283192497487,0.14183195442174806,0.1382596117667555,0.0
extension_2021_2023,rolling5_annual20,learned_vol_interaction,20260911,147,0.4489795918367347,0.5510204081632653,66,0.4624288425047438,0.5918367346938775,0.4217687074829932,34,32,53,28,0.4984819734345351,0.28013212823398925,0.7619394142998364,0.5490961594998119,0.14447381126774153,0.12732745201681872,0.0
extension_2021_2023,rolling5_annual20,learned_vol_interaction,20260912,147,0.43537414965986393,0.564625850340136,64,0.4397533206831119,0.5374149659863946,0.4217687074829932,29,35,50,33,0.40512333965844405,0.2924160394844276,0.7855744851176483,0.5141811027538603,0.1423233674100001,0.09241239527086709,0.0
extension_2021_2023,rolling5_annual20,native_mse,20260910,147,0.4421768707482993,0.5578231292517006,65,0.45218216318785576,0.5714285714285714,0.4217687074829932,32,33,52,30,0.450853889943074,,,,,,
extension_2021_2023,rolling5_annual20,native_mse,20260911,147,0.5170068027210885,0.48299319727891155,76,0.5256166982922201,0.5510204081632653,0.4217687074829932,36,40,45,26,0.5115749525616698,,,,,,
extension_2021_2023,rolling5_annual20,native_mse,20260912,147,0.43537414965986393,0.564625850340136,64,0.500853889943074,0.9183673469387755,0.4217687074829932,57,7,78,5,0.43529411764705883,,,,,,
extension_2021_2023,rolling5_matched,learned_market,20260910,147,0.47619047619047616,0.5238095238095238,70,0.4925047438330171,0.6054421768707483,0.4217687074829932,37,33,52,25,0.4967741935483871,0.3239977472908036,0.90499034823676,0.5531106815358696,0.2509475610382266,0.1313419740528764,0.0
extension_2021_2023,rolling5_matched,learned_market,20260911,147,0.5034013605442177,0.4965986394557823,74,0.516034155597723,0.5782312925170068,0.4217687074829932,37,37,48,25,0.5383301707779886,0.3059538701250575,0.8641072199101535,0.5648071274305798,0.23979526133338244,0.1430384199475866,0.0
extension_2021_2023,rolling5_matched,learned_market,20260912,147,0.3673469387755102,0.6326530612244898,54,0.3743833017077799,0.564625850340136,0.4217687074829932,26,28,57,36,0.35426944971537,0.3804479958249106,1.0534380186575394,0.5426015280873316,0.25081528075676823,0.12083282060433842,0.0
extension_2021_2023,rolling5_matched,learned_order_extension,20260910,147,0.5034013605442177,0.4965986394557823,74,0.5182163187855787,0.5918367346938775,0.4217687074829932,38,36,49,24,0.5022770398481974,0.3284750606736377,0.935111851958458,0.5541353745819684,0.26361291446064933,0.13236666709897515,0.0
extension_2021_2023,rolling5_matched,learned_order_extension,20260911,147,0.5034013605442177,0.4965986394557823,74,0.5138519924098672,0.564625850340136,0.4217687074829932,36,38,47,26,0.5444022770398482,0.3095977079663109,0.889335754988912,0.564515811938384,0.2532051694195007,0.14274710445539074,0.0
extension_2021_2023,rolling5_matched,learned_order_extension,20260912,147,0.3877551020408163,0.6122448979591837,57,0.39639468690702084,0.5714285714285714,0.4217687074829932,28,29,56,34,0.3578747628083491,0.385168713998795,1.0841509819483206,0.5441670919513275,0.2553987245649396,0.12239838446833429,0.0
extension_2021_2023,rolling5_matched,learned_order_offset,20260910,147,0.5034013605442177,0.4965986394557823,74,0.5182163187855787,0.5918367346938775,0.4217687074829932,38,36,49,24,0.5020872865275142,0.32798464802855054,0.9325916399544025,0.5542121411817157,0.26243257156684335,0.13244343369872247,0.0
extension_2021_2023,rolling5_matched,learned_order_offset,20260911,147,0.5034013605442177,0.4965986394557823,74,0.5138519924098672,0.564625850340136,0.4217687074829932,36,38,47,26,0.542314990512334,0.3088275428037334,0.8850403338726421,0.5647424617201326,0.25123565603374337,0.14297375423713943,0.0
extension_2021_2023,rolling5_matched,learned_order_offset,20260912,147,0.38095238095238093,0.6190476190476191,56,0.3905123339658444,0.5782312925170068,0.4217687074829932,28,28,57,34,0.3590132827324478,0.38269326115674374,1.0733871264305375,0.5453068356970655,0.2523965608866336,0.12353812821407228,0.0
extension_2021_2023,rolling5_matched,learned_vol_interaction,20260910,147,0.47619047619047616,0.5238095238095238,70,0.4925047438330171,0.6054421768707483,0.4217687074829932,37,33,52,25,0.49601518026565466,0.3265387191300003,0.9176076616390335,0.552964601949029,0.25562937754025167,0.13119589446603575,0.0
extension_2021_2023,rolling5_matched,learned_vol_interaction,20260911,147,0.5034013605442177,0.4965986394557823,74,0.516034155597723,0.5782312925170068,0.4217687074829932,37,37,48,25,0.5404174573055028,0.3064690036536999,0.867016938271819,0.563938053536221,0.240974959831408,0.14216934605322773,0.0
extension_2021_2023,rolling5_matched,learned_vol_interaction,20260912,147,0.3741496598639456,0.6258503401360545,55,0.38244781783681214,0.5714285714285714,0.4217687074829932,27,28,57,35,0.36091081593927893,0.3820010833417481,1.0653517780566226,0.5439496847032276,0.2544294588476411,0.12218097722023435,0.0
extension_2021_2023,rolling5_matched,native_mse,20260910,147,0.46258503401360546,0.5374149659863946,68,0.47201138519924096,0.564625850340136,0.4217687074829932,33,35,50,29,0.47476280834914614,,,,,,
extension_2021_2023,rolling5_matched,native_mse,20260911,147,0.48299319727891155,0.5170068027210885,71,0.5071157495256167,0.6530612244897959,0.4217687074829932,41,30,55,21,0.5140417457305503,,,,,,
extension_2021_2023,rolling5_matched,native_mse,20260912,147,0.4013605442176871,0.5986394557823129,59,0.4103415559772296,0.5714285714285714,0.4217687074829932,29,30,55,33,0.36603415559772295,,,,,,
extension_2021_2023,rolling5_quarterly20,learned_market,20260910,147,0.47619047619047616,0.5238095238095238,70,0.4837760910815939,0.5510204081632653,0.4217687074829932,33,37,48,29,0.4954459203036053,0.2743045485426466,0.7468883211928251,0.5324397655314094,0.12471773833034439,0.11067105804841615,0.0
extension_2021_2023,rolling5_quarterly20,learned_market,20260911,147,0.47619047619047616,0.5238095238095238,70,0.4859582542694497,0.564625850340136,0.4217687074829932,34,36,49,28,0.506831119544592,0.26774317771840167,0.7323977730076117,0.5236278235252475,0.12783559749739135,0.10185911604225428,0.0
extension_2021_2023,rolling5_quarterly20,learned_market,20260912,147,0.5510204081632653,0.4489795918367347,81,0.5681214421252372,0.5986394557823129,0.4217687074829932,42,39,46,20,0.5091081593927894,0.27153001538646243,0.7417634909136837,0.5338416580731705,0.124967883612957,0.1120729505901773,0.0
extension_2021_2023,rolling5_quarterly20,learned_order_extension,20260910,147,0.4897959183673469,0.5102040816326531,72,0.4977229601518026,0.5510204081632653,0.4217687074829932,34,38,47,28,0.47855787476280837,0.2770008045116892,0.7516618897156238,0.5293603896270918,0.12535917792387324,0.10759168214409853,0.0
extension_2021_2023,rolling5_quarterly20,learned_order_extension,20260911,147,0.5034013605442177,0.4965986394557823,74,0.5094876660341556,0.5374149659863946,0.4217687074829932,34,40,45,28,0.5041745730550284,0.273553929046712,0.7532789635635209,0.5152009340110678,0.149833605844051,0.09343222652807459,0.0
extension_2021_2023,rolling5_quarterly20,learned_order_extension,20260912,147,0.5034013605442177,0.4965986394557823,74,0.5182163187855787,0.5918367346938775,0.4217687074829932,38,36,49,24,0.510246679316888,0.27101636270434565,0.7417625442724264,0.5328767164153143,0.1320452314497376,0.11110800893232109,0.0
extension_2021_2023,rolling5_quarterly20,learned_order_offset,20260910,147,0.4897959183673469,0.5102040816326531,72,0.4977229601518026,0.5510204081632653,0.4217687074829932,34,38,47,28,0.4781783681214421,0.2769871653982031,0.7515817045800264,0.5292834807472567,0.12465538568194892,0.10751477326426351,0.0
extension_2021_2023,rolling5_quarterly20,learned_order_offset,20260911,147,0.4965986394557823,0.5034013605442177,73,0.5036053130929791,0.54421768707483,0.4217687074829932,34,39,46,28,0.5037950664136622,0.27269390647297376,0.7506530032117247,0.515605264317916,0.14681159187181106,0.09383655683492276,0.0
extension_2021_2023,rolling5_quarterly20,learned_order_offset,20260912,147,0.4965986394557823,0.5034013605442177,73,0.5123339658444023,0.5986394557823129,0.4217687074829932,38,35,50,24,0.5106261859582543,0.2708176223868863,0.7412675183267169,0.5329991733345116,0.13099038393238688,0.11123046585151841,0.0
extension_2021_2023,rolling5_quarterly20,learned_vol_interaction,20260910,147,0.46938775510204084,0.5306122448979592,69,0.47571157495256167,0.54421768707483,0.4217687074829932,32,37,48,30,0.4950664136622391,0.2748250537733159,0.7476846321147598,0.5312172258148897,0.12713784335042688,0.1094485183318965,0.0
extension_2021_2023,rolling5_quarterly20,learned_vol_interaction,20260911,147,0.46938775510204084,0.5306122448979592,69,0.48225806451612907,0.5850340136054422,0.4217687074829932,35,34,51,27,0.5094876660341556,0.26706591330298896,0.7303487010079729,0.5227462273709458,0.12662807115506416,0.10097751988795256,0.0
extension_2021_2023,rolling5_quarterly20,learned_vol_interaction,20260912,147,0.5170068027210885,0.48299319727891155,76,0.5321631878557875,0.5918367346938775,0.4217687074829932,39,37,48,23,0.5047438330170778,0.2724713838161017,0.7437445424137955,0.5337119572214284,0.12777448369595154,0.11194324973843517,0.0
extension_2021_2023,rolling5_quarterly20,native_mse,20260910,147,0.46258503401360546,0.5374149659863946,68,0.47419354838709676,0.5782312925170068,0.4217687074829932,34,34,51,28,0.46261859582542697,,,,,,
extension_2021_2023,rolling5_quarterly20,native_mse,20260911,147,0.5238095238095238,0.47619047619047616,77,0.527134724857685,0.5170068027210885,0.4217687074829932,34,43,42,28,0.5053130929791272,,,,,,
extension_2021_2023,rolling5_quarterly20,native_mse,20260912,147,0.4421768707482993,0.5578231292517006,65,0.49582542694497156,0.8435374149659864,0.4217687074829932,52,13,72,10,0.5240986717267552,,,,,,
extension_2021_2023,state90,learned_market,20260910,147,0.4557823129251701,0.54421768707483,67,0.47922201138519926,0.6530612244897959,0.4217687074829932,39,28,57,23,0.48975332068311195,0.2813771786903499,0.7608789958542974,0.5570144279915797,0.13038924834087298,0.13524572050858652,0.0
extension_2021_2023,state90,learned_market,20260911,147,0.4421768707482993,0.5578231292517006,65,0.45218216318785576,0.5714285714285714,0.4217687074829932,32,33,52,30,0.4977229601518027,0.2818423883057918,0.7663665204472767,0.5481219808807567,0.15036870664942498,0.12635327339776348,0.0
extension_2021_2023,state90,learned_market,20260912,147,0.43537414965986393,0.564625850340136,64,0.4397533206831119,0.5374149659863946,0.4217687074829932,29,35,50,33,0.40702087286527516,0.2906799053434486,0.7811441328243067,0.5155400682744908,0.13729963670775408,0.09377136079149762,0.0
extension_2021_2023,state90,learned_order_extension,20260910,147,0.4489795918367347,0.5510204081632653,66,0.471157495256167,0.6462585034013606,0.4217687074829932,38,28,57,24,0.505123339658444,0.27946291322810757,0.7581628194719455,0.5578030895938667,0.14012056349051702,0.1360343821108735,0.0
extension_2021_2023,state90,learned_order_extension,20260911,147,0.4557823129251701,0.54421768707483,67,0.46831119544592026,0.5850340136054422,0.4217687074829932,34,33,52,28,0.49316888045540797,0.28658541628937584,0.7824450796199101,0.5540347188336493,0.1616336412097462,0.13226601135065608,0.0
extension_2021_2023,state90,learned_order_extension,20260912,147,0.43537414965986393,0.564625850340136,64,0.43757115749525616,0.5238095238095238,0.4217687074829932,28,36,49,34,0.4074003795066414,0.285443457120633,0.7682960077890902,0.5135891026988121,0.12558398543116825,0.09182039521581886,0.0
extension_2021_2023,state90,learned_order_offset,20260910,147,0.4489795918367347,0.5510204081632653,66,0.471157495256167,0.6462585034013606,0.4217687074829932,38,28,57,24,0.505123339658444,0.27943021363444037,0.7580844430439616,0.5578026518124531,0.13992414355372051,0.13603394432945992,0.0
extension_2021_2023,state90,learned_order_offset,20260911,147,0.4557823129251701,0.54421768707483,67,0.46831119544592026,0.5850340136054422,0.4217687074829932,34,33,52,28,0.49240986717267554,0.28649420700233297,0.7820821496684909,0.5535939266430118,0.16128082241090666,0.13182521916001855,0.0
