cutoff,seed,method,state,kind,coefficient_gap
2024-06-30,20260911,learned_order_offset,negative_high,state,8.326672684688674e-16
2024-06-30,20260911,learned_order_offset,nonnegative_low,state,1.457167719820518e-15
2024-06-30,20260911,learned_order_offset,eligible_shared,global,6.938893903907228e-18
2024-06-30,20260912,learned_market,negative_low,state,6.938893903907228e-16
2024-06-30,20260912,learned_market,negative_high,state,2.220446049250313e-16
2024-06-30,20260912,learned_market,nonnegative_low,state,4.579669976578771e-16
2024-06-30,20260912,learned_market,eligible_shared,global,3.469446951953614e-18
2024-06-30,20260912,learned_vol_interaction,negative_low,state,1.0269562977782698e-15
2024-06-30,20260912,learned_vol_interaction,negative_high,state,1.1102230246251565e-16
2024-06-30,20260912,learned_vol_interaction,nonnegative_low,state,2.8449465006019636e-16
2024-06-30,20260912,learned_vol_interaction,eligible_shared,global,1.0408340855860843e-17
2024-06-30,20260912,learned_order_extension,negative_low,state,2.220446049250313e-16
2024-06-30,20260912,learned_order_extension,negative_high,state,0.0
2024-06-30,20260912,learned_order_extension,nonnegative_low,state,1.3010426069826053e-17
2024-06-30,20260912,learned_order_extension,eligible_shared,global,1.5981140022436335e-16
2024-06-30,20260912,learned_order_offset,negative_low,state,2.7755575615628914e-16
2024-06-30,20260912,learned_order_offset,negative_high,state,0.0
2024-06-30,20260912,learned_order_offset,nonnegative_low,state,6.5052130349130266e-18
2024-06-30,20260912,learned_order_offset,eligible_shared,global,1.6653345369377348e-16
2024-09-30,20260910,learned_market,negative_low,state,1.5543122344752192e-15
2024-09-30,20260910,learned_market,negative_high,state,5.551115123125783e-16
2024-09-30,20260910,learned_market,nonnegative_low,state,6.938893903907228e-18
2024-09-30,20260910,learned_market,eligible_shared,global,4.440892098500626e-16
2024-09-30,20260910,learned_vol_interaction,negative_low,state,8.881784197001252e-16
2024-09-30,20260910,learned_vol_interaction,negative_high,state,4.440892098500626e-16
2024-09-30,20260910,learned_vol_interaction,nonnegative_low,state,2.0816681711721685e-17
2024-09-30,20260910,learned_vol_interaction,eligible_shared,global,1.8041124150158794e-16
2024-09-30,20260910,learned_order_extension,negative_low,state,6.106226635438361e-16
2024-09-30,20260910,learned_order_extension,negative_high,state,2.220446049250313e-16
2024-09-30,20260910,learned_order_extension,nonnegative_low,state,0.0
2024-09-30,20260910,learned_order_extension,eligible_shared,global,2.7755575615628914e-16
2024-09-30,20260910,learned_order_offset,negative_low,state,5.551115123125783e-16
2024-09-30,20260910,learned_order_offset,negative_high,state,3.0531133177191805e-16
2024-09-30,20260910,learned_order_offset,nonnegative_low,state,2.7755575615628914e-17
2024-09-30,20260910,learned_order_offset,eligible_shared,global,2.636779683484747e-16
2024-09-30,20260911,learned_market,negative_low,state,5.551115123125783e-17
2024-09-30,20260911,learned_market,negative_high,state,7.216449660063518e-16
2024-09-30,20260911,learned_market,nonnegative_low,state,0.0
2024-09-30,20260911,learned_market,eligible_shared,global,2.498001805406602e-16
2024-09-30,20260911,learned_vol_interaction,negative_low,state,0.0
2024-09-30,20260911,learned_vol_interaction,negative_high,state,6.938893903907228e-16
2024-09-30,20260911,learned_vol_interaction,nonnegative_low,state,0.0
2024-09-30,20260911,learned_vol_interaction,eligible_shared,global,3.0531133177191805e-16
2024-09-30,20260911,learned_order_extension,negative_low,state,0.0
2024-09-30,20260911,learned_order_extension,negative_high,state,9.159339953157541e-16
2024-09-30,20260911,learned_order_extension,nonnegative_low,state,2.067790383364354e-15
2024-09-30,20260911,learned_order_extension,eligible_shared,global,4.579669976578771e-16
2024-09-30,20260911,learned_order_offset,negative_low,state,5.551115123125783e-17
2024-09-30,20260911,learned_order_offset,negative_high,state,8.326672684688674e-16
2024-09-30,20260911,learned_order_offset,nonnegative_low,state,2.400857290751901e-15
2024-09-30,20260911,learned_order_offset,eligible_shared,global,4.579669976578771e-16
2024-09-30,20260912,learned_market,negative_low,state,5.551115123125783e-17
2024-09-30,20260912,learned_market,negative_high,state,2.220446049250313e-16
2024-09-30,20260912,learned_market,nonnegative_low,state,7.632783294297951e-16
2024-09-30,20260912,learned_market,eligible_shared,global,5.689893001203927e-16
2024-09-30,20260912,learned_vol_interaction,negative_low,state,5.551115123125783e-17
2024-09-30,20260912,learned_vol_interaction,negative_high,state,1.1102230246251565e-16
2024-09-30,20260912,learned_vol_interaction,nonnegative_low,state,4.718447854656915e-16
2024-09-30,20260912,learned_vol_interaction,eligible_shared,global,7.077671781985373e-16
2024-09-30,20260912,learned_order_extension,negative_low,state,6.106226635438361e-16
2024-09-30,20260912,learned_order_extension,negative_high,state,0.0
2024-09-30,20260912,learned_order_extension,nonnegative_low,state,6.938893903907228e-18
2024-09-30,20260912,learned_order_extension,eligible_shared,global,8.743006318923108e-16
2024-09-30,20260912,learned_order_offset,negative_low,state,4.996003610813204e-16
2024-09-30,20260912,learned_order_offset,negative_high,state,0.0
2024-09-30,20260912,learned_order_offset,nonnegative_low,state,1.3877787807814457e-17
2024-09-30,20260912,learned_order_offset,eligible_shared,global,8.743006318923108e-16
2025-03-31,20260910,learned_market,negative_low,state,0.0
2025-03-31,20260910,learned_market,eligible_shared,global,0.0
2025-03-31,20260910,learned_vol_interaction,negative_low,state,0.0
2025-03-31,20260910,learned_vol_interaction,eligible_shared,global,0.0
2025-03-31,20260910,learned_order_extension,negative_low,state,5.551115123125783e-17
2025-03-31,20260910,learned_order_extension,eligible_shared,global,5.551115123125783e-17
2025-03-31,20260910,learned_order_offset,negative_low,state,2.7755575615628914e-17
2025-03-31,20260910,learned_order_offset,eligible_shared,global,2.7755575615628914e-17
2025-03-31,20260911,learned_market,negative_low,state,5.551115123125783e-17
2025-03-31,20260911,learned_market,eligible_shared,global,5.551115123125783e-17
2025-03-31,20260911,learned_vol_interaction,negative_low,state,5.551115123125783e-17
2025-03-31,20260911,learned_vol_interaction,eligible_shared,global,5.551115123125783e-17
2025-03-31,20260911,learned_order_extension,negative_low,state,2.7755575615628914e-17
2025-03-31,20260911,learned_order_extension,eligible_shared,global,2.7755575615628914e-17
2025-03-31,20260911,learned_order_offset,negative_low,state,2.7755575615628914e-17
2025-03-31,20260911,learned_order_offset,eligible_shared,global,2.7755575615628914e-17
2025-03-31,20260912,learned_market,negative_low,state,5.551115123125783e-17
2025-03-31,20260912,learned_market,eligible_shared,global,5.551115123125783e-17
2025-03-31,20260912,learned_vol_interaction,negative_low,state,9.71445146547012e-17
2025-03-31,20260912,learned_vol_interaction,eligible_shared,global,9.71445146547012e-17
2025-03-31,20260912,learned_order_extension,negative_low,state,4.579669976578771e-16
2025-03-31,20260912,learned_order_extension,eligible_shared,global,4.579669976578771e-16
2025-03-31,20260912,learned_order_offset,negative_low,state,4.3021142204224816e-16
2025-03-31,20260912,learned_order_offset,eligible_shared,global,4.3021142204224816e-16
2025-06-30,20260910,learned_market,negative_low,state,2.7755575615628914e-17
2025-06-30,20260910,learned_market,negative_high,state,0.0
2025-06-30,20260910,learned_market,eligible_shared,global,0.0
2025-06-30,20260910,learned_vol_interaction,negative_low,state,0.0
2025-06-30,20260910,learned_vol_interaction,negative_high,state,5.551115123125783e-17
2025-06-30,20260910,learned_vol_interaction,eligible_shared,global,0.0
2025-06-30,20260910,learned_order_extension,negative_low,state,5.551115123125783e-17
2025-06-30,20260910,learned_order_extension,negative_high,state,5.551115123125783e-17
2025-06-30,20260910,learned_order_extension,eligible_shared,global,2.7755575615628914e-17
2025-06-30,20260910,learned_order_offset,negative_low,state,2.7755575615628914e-17
2025-06-30,20260910,learned_order_offset,negative_high,state,5.551115123125783e-17
2025-06-30,20260910,learned_order_offset,eligible_shared,global,0.0
2025-06-30,20260911,learned_market,negative_low,state,5.551115123125783e-17
2025-06-30,20260911,learned_market,negative_high,state,5.551115123125783e-17
2025-06-30,20260911,learned_market,eligible_shared,global,5.551115123125783e-17
2025-06-30,20260911,learned_vol_interaction,negative_low,state,0.0
2025-06-30,20260911,learned_vol_interaction,negative_high,state,5.551115123125783e-17
2025-06-30,20260911,learned_vol_interaction,eligible_shared,global,0.0
2025-06-30,20260911,learned_order_extension,negative_low,state,0.0
2025-06-30,20260911,learned_order_extension,negative_high,state,5.551115123125783e-17
2025-06-30,20260911,learned_order_extension,eligible_shared,global,5.551115123125783e-17
2025-06-30,20260911,learned_order_offset,negative_low,state,5.551115123125783e-17
2025-06-30,20260911,learned_order_offset,negative_high,state,0.0
2025-06-30,20260911,learned_order_offset,eligible_shared,global,5.551115123125783e-17
2025-06-30,20260912,learned_market,negative_low,state,5.551115123125783e-17
2025-06-30,20260912,learned_market,negative_high,state,3.3306690738754696e-16
2025-06-30,20260912,learned_market,eligible_shared,global,0.0
2025-06-30,20260912,learned_vol_interaction,negative_low,state,8.326672684688674e-17
2025-06-30,20260912,learned_vol_interaction,negative_high,state,2.7755575615628914e-16
2025-06-30,20260912,learned_vol_interaction,eligible_shared,global,0.0
2025-06-30,20260912,learned_order_extension,negative_low,state,5.551115123125783e-17
2025-06-30,20260912,learned_order_extension,negative_high,state,4.996003610813204e-16
2025-06-30,20260912,learned_order_extension,eligible_shared,global,2.7755575615628914e-17
2025-06-30,20260912,learned_order_offset,negative_low,state,0.0
2025-06-30,20260912,learned_order_offset,negative_high,state,4.996003610813204e-16
2025-06-30,20260912,learned_order_offset,eligible_shared,global,0.0
2025-09-30,20260910,learned_market,negative_low,state,0.0
2025-09-30,20260910,learned_market,negative_high,state,0.0
2025-09-30,20260910,learned_market,nonnegative_low,state,5.551115123125783e-17
2025-09-30,20260910,learned_market,eligible_shared,global,0.0
2025-09-30,20260910,learned_vol_interaction,negative_low,state,2.7755575615628914e-17
2025-09-30,20260910,learned_vol_interaction,negative_high,state,5.551115123125783e-17
2025-09-30,20260910,learned_vol_interaction,nonnegative_low,state,5.551115123125783e-17
2025-09-30,20260910,learned_vol_interaction,eligible_shared,global,0.0
2025-09-30,20260910,learned_order_extension,negative_low,state,0.0
2025-09-30,20260910,learned_order_extension,negative_high,state,5.551115123125783e-17
2025-09-30,20260910,learned_order_extension,nonnegative_low,state,5.551115123125783e-17
2025-09-30,20260910,learned_order_extension,eligible_shared,global,5.551115123125783e-17
2025-09-30,20260910,learned_order_offset,negative_low,state,0.0
2025-09-30,20260910,learned_order_offset,negative_high,state,5.551115123125783e-17
2025-09-30,20260910,learned_order_offset,nonnegative_low,state,5.551115123125783e-17
2025-09-30,20260910,learned_order_offset,eligible_shared,global,5.551115123125783e-17
2025-09-30,20260911,learned_market,negative_low,state,0.0
2025-09-30,20260911,learned_market,negative_high,state,5.551115123125783e-17
2025-09-30,20260911,learned_market,nonnegative_low,state,5.551115123125783e-17
2025-09-30,20260911,learned_market,eligible_shared,global,5.551115123125783e-17
2025-09-30,20260911,learned_vol_interaction,negative_low,state,0.0
2025-09-30,20260911,learned_vol_interaction,negative_high,state,5.551115123125783e-17
2025-09-30,20260911,learned_vol_interaction,nonnegative_low,state,1.1102230246251565e-16
2025-09-30,20260911,learned_vol_interaction,eligible_shared,global,5.551115123125783e-17
2025-09-30,20260911,learned_order_extension,negative_low,state,8.326672684688674e-17
2025-09-30,20260911,learned_order_extension,negative_high,state,5.551115123125783e-17
2025-09-30,20260911,learned_order_extension,nonnegative_low,state,0.0
2025-09-30,20260911,learned_order_extension,eligible_shared,global,1.1102230246251565e-16
2025-09-30,20260911,learned_order_offset,negative_low,state,0.0
2025-09-30,20260911,learned_order_offset,negative_high,state,0.0
2025-09-30,20260911,learned_order_offset,nonnegative_low,state,5.551115123125783e-17
2025-09-30,20260911,learned_order_offset,eligible_shared,global,5.551115123125783e-17
2025-09-30,20260912,learned_market,negative_low,state,5.551115123125783e-17
2025-09-30,20260912,learned_market,negative_high,state,3.3306690738754696e-16
2025-09-30,20260912,learned_market,nonnegative_low,state,0.0
2025-09-30,20260912,learned_market,eligible_shared,global,0.0
2025-09-30,20260912,learned_vol_interaction,negative_low,state,5.551115123125783e-17
2025-09-30,20260912,learned_vol_interaction,negative_high,state,2.7755575615628914e-16
2025-09-30,20260912,learned_vol_interaction,nonnegative_low,state,0.0
2025-09-30,20260912,learned_vol_interaction,eligible_shared,global,5.551115123125783e-17
2025-09-30,20260912,learned_order_extension,negative_low,state,2.7755575615628914e-17
2025-09-30,20260912,learned_order_extension,negative_high,state,4.996003610813204e-16
2025-09-30,20260912,learned_order_extension,nonnegative_low,state,0.0
2025-09-30,20260912,learned_order_extension,eligible_shared,global,5.551115123125783e-17
2025-09-30,20260912,learned_order_offset,negative_low,state,5.551115123125783e-17
2025-09-30,20260912,learned_order_offset,negative_high,state,4.996003610813204e-16
2025-09-30,20260912,learned_order_offset,nonnegative_low,state,0.0
2025-09-30,20260912,learned_order_offset,eligible_shared,global,0.0
2026-03-31,20260910,learned_market,nonnegative_low,state,2.7755575615628914e-16
2026-03-31,20260910,learned_market,eligible_shared,global,2.7755575615628914e-16
2026-03-31,20260910,learned_vol_interaction,nonnegative_low,state,3.0531133177191805e-16
2026-03-31,20260910,learned_vol_interaction,eligible_shared,global,3.0531133177191805e-16
2026-03-31,20260910,learned_order_extension,nonnegative_low,state,2.220446049250313e-16
2026-03-31,20260910,learned_order_extension,eligible_shared,global,2.220446049250313e-16
2026-03-31,20260910,learned_order_offset,nonnegative_low,state,2.7755575615628914e-16
2026-03-31,20260910,learned_order_offset,eligible_shared,global,2.7755575615628914e-16
2026-03-31,20260911,learned_market,nonnegative_low,state,2.7755575615628914e-17
2026-03-31,20260911,learned_market,eligible_shared,global,2.7755575615628914e-17
2026-03-31,20260911,learned_vol_interaction,nonnegative_low,state,5.551115123125783e-17
2026-03-31,20260911,learned_vol_interaction,eligible_shared,global,5.551115123125783e-17
2026-03-31,20260911,learned_order_extension,nonnegative_low,state,5.551115123125783e-17
2026-03-31,20260911,learned_order_extension,eligible_shared,global,5.551115123125783e-17
2026-03-31,20260911,learned_order_offset,nonnegative_low,state,5.551115123125783e-17
2026-03-31,20260911,learned_order_offset,eligible_shared,global,5.551115123125783e-17
2026-03-31,20260912,learned_market,nonnegative_low,state,5.551115123125783e-17
2026-03-31,20260912,learned_market,eligible_shared,global,5.551115123125783e-17
2026-03-31,20260912,learned_vol_interaction,nonnegative_low,state,2.7755575615628914e-17
2026-03-31,20260912,learned_vol_interaction,eligible_shared,global,2.7755575615628914e-17
2026-03-31,20260912,learned_order_extension,nonnegative_low,state,2.7755575615628914e-17
2026-03-31,20260912,learned_order_extension,eligible_shared,global,2.7755575615628914e-17
2026-03-31,20260912,learned_order_offset,nonnegative_low,state,0.0
2026-03-31,20260912,learned_order_offset,eligible_shared,global,0.0
2026-06-30,20260910,learned_market,nonnegative_low,state,2.7755575615628914e-17
2026-06-30,20260910,learned_market,nonnegative_high,state,0.0
2026-06-30,20260910,learned_market,eligible_shared,global,6.938893903907228e-18
2026-06-30,20260910,learned_vol_interaction,nonnegative_low,state,0.0
2026-06-30,20260910,learned_vol_interaction,nonnegative_high,state,5.551115123125783e-17
2026-06-30,20260910,learned_vol_interaction,eligible_shared,global,1.3877787807814457e-17
2026-06-30,20260910,learned_order_extension,nonnegative_low,state,0.0
2026-06-30,20260910,learned_order_extension,nonnegative_high,state,0.0
2026-06-30,20260910,learned_order_extension,eligible_shared,global,1.3877787807814457e-17
2026-06-30,20260910,learned_order_offset,nonnegative_low,state,5.551115123125783e-17
2026-06-30,20260910,learned_order_offset,nonnegative_high,state,5.551115123125783e-17
2026-06-30,20260910,learned_order_offset,eligible_shared,global,1.3877787807814457e-17
2026-06-30,20260911,learned_market,nonnegative_low,state,2.7755575615628914e-17
2026-06-30,20260911,learned_market,nonnegative_high,state,5.551115123125783e-17
2026-06-30,20260911,learned_market,eligible_shared,global,2.7755575615628914e-17
2026-06-30,20260911,learned_vol_interaction,nonnegative_low,state,8.326672684688674e-17
2026-06-30,20260911,learned_vol_interaction,nonnegative_high,state,5.551115123125783e-17
2026-06-30,20260911,learned_vol_interaction,eligible_shared,global,1.3877787807814457e-17
2026-06-30,20260911,learned_order_extension,nonnegative_low,state,1.3877787807814457e-16
2026-06-30,20260911,learned_order_extension,nonnegative_high,state,0.0
2026-06-30,20260911,learned_order_extension,eligible_shared,global,1.3877787807814457e-17
2026-06-30,20260911,learned_order_offset,nonnegative_low,state,8.326672684688674e-17
2026-06-30,20260911,learned_order_offset,nonnegative_high,state,0.0
2026-06-30,20260911,learned_order_offset,eligible_shared,global,1.3877787807814457e-17
2026-06-30,20260912,learned_market,nonnegative_low,state,2.7755575615628914e-17
2026-06-30,20260912,learned_market,nonnegative_high,state,5.551115123125783e-17
2026-06-30,20260912,learned_market,eligible_shared,global,1.734723475976807e-17
2026-06-30,20260912,learned_vol_interaction,nonnegative_low,state,8.326672684688674e-17
2026-06-30,20260912,learned_vol_interaction,nonnegative_high,state,1.1102230246251565e-16
2026-06-30,20260912,learned_vol_interaction,eligible_shared,global,0.0
2026-06-30,20260912,learned_order_extension,nonnegative_low,state,0.0
2026-06-30,20260912,learned_order_extension,nonnegative_high,state,5.551115123125783e-17
2026-06-30,20260912,learned_order_extension,eligible_shared,global,4.2327252813834093e-16
2026-06-30,20260912,learned_order_offset,nonnegative_low,state,2.7755575615628914e-17
2026-06-30,20260912,learned_order_offset,nonnegative_high,state,5.551115123125783e-17
2026-06-30,20260912,learned_order_offset,eligible_shared,global,2.248201624865942e-15
