job,method,head_cutoff,encoder_cutoff,seed,train_n,objective,gradient_inf,hessian_min,reduced_objective
learned_vol_interaction_2025-09-30_20260911,learned_vol_interaction,2025-09-30,2024-12-31,20260911,1206,0.6696745594305591,7.010453670483127e-11,0.010450681363523607,
learned_order_extension_2025-09-30_20260911,learned_order_extension,2025-09-30,2024-12-31,20260911,1206,0.6694349033812758,2.1634887907876973e-10,0.010450234306150693,
learned_order_offset_2025-09-30_20260911,learned_order_offset,2025-09-30,2024-12-31,20260911,1206,0.6694351431065306,1.1976156828394369e-13,0.2397112355797908,0.6663536037038006
learned_market_2025-09-30_20260912,learned_market,2025-09-30,2024-12-31,20260912,1206,0.6558505549175573,9.345822726825048e-17,0.010177755672536454,
learned_vol_interaction_2025-09-30_20260912,learned_vol_interaction,2025-09-30,2024-12-31,20260912,1206,0.6556988394808579,1.1042599126764863e-16,0.010177658080621776,
learned_order_extension_2025-09-30_20260912,learned_order_extension,2025-09-30,2024-12-31,20260912,1206,0.6538413424454196,2.7709171762646534e-14,0.010177029289606706,
learned_order_offset_2025-09-30_20260912,learned_order_offset,2025-09-30,2024-12-31,20260912,1206,0.6538476075989297,1.4841253226371975e-13,0.21069118699983688,0.6515945763145592
learned_market_2026-03-31_20260910,learned_market,2026-03-31,2025-12-31,20260910,1204,0.6474530766775484,2.8189256484623115e-16,0.010121791396145498,
learned_vol_interaction_2026-03-31_20260910,learned_vol_interaction,2026-03-31,2025-12-31,20260910,1204,0.6474075025105192,3.036850285131898e-16,0.010121636583291477,
learned_order_extension_2026-03-31_20260910,learned_order_extension,2026-03-31,2025-12-31,20260910,1204,0.6471137391922155,1.2622281692076243e-15,0.010121659101155435,
learned_order_offset_2026-03-31_20260910,learned_order_offset,2026-03-31,2025-12-31,20260910,1204,0.6471142591955603,7.678371610406187e-12,0.22046097180691918,0.6443219914189463
learned_market_2026-03-31_20260911,learned_market,2026-03-31,2025-12-31,20260911,1204,0.6765141029734564,9.407953149159765e-12,0.010528921245282867,
learned_vol_interaction_2026-03-31_20260911,learned_vol_interaction,2026-03-31,2025-12-31,20260911,1204,0.6755030647118486,4.5620782867551724e-11,0.01052765342162987,
learned_order_extension_2026-03-31_20260911,learned_order_extension,2026-03-31,2025-12-31,20260911,1204,0.6747735150545937,1.4703824193374598e-10,0.010527125701559526,
learned_order_offset_2026-03-31_20260911,learned_order_offset,2026-03-31,2025-12-31,20260911,1204,0.674773716247266,6.071532165918825e-18,0.24630565895018952,0.6723841418345045
learned_market_2026-03-31_20260912,learned_market,2026-03-31,2025-12-31,20260912,1204,0.679642709744814,9.390839234707515e-12,0.010216616880202586,
learned_vol_interaction_2026-03-31_20260912,learned_vol_interaction,2026-03-31,2025-12-31,20260912,1204,0.6780120040042038,4.92063026392639e-10,0.010215441415678799,
learned_order_extension_2026-03-31_20260912,learned_order_extension,2026-03-31,2025-12-31,20260912,1204,0.6778927480264095,8.342255245971653e-10,0.010215271879361804,
learned_order_offset_2026-03-31_20260912,learned_order_offset,2026-03-31,2025-12-31,20260912,1204,0.6778928260173409,3.686287386450715e-18,0.2431870158739336,0.6757086940868156
learned_market_2026-06-30_20260910,learned_market,2026-06-30,2025-12-31,20260910,1204,0.6532515808010161,1.222980050563649e-16,0.01013350483238109,
learned_vol_interaction_2026-06-30_20260910,learned_vol_interaction,2026-06-30,2025-12-31,20260910,1204,0.6529920964233523,8.063076031503136e-17,0.010133171951950291,
learned_order_extension_2026-06-30_20260910,learned_order_extension,2026-06-30,2025-12-31,20260910,1204,0.6522731153004485,5.693145607721384e-16,0.010133185293620199,
learned_order_offset_2026-06-30_20260910,learned_order_offset,2026-06-30,2025-12-31,20260910,1204,0.6522741650390851,4.046664088888652e-11,0.22642916816496042,0.6497525317091322
learned_market_2026-06-30_20260911,learned_market,2026-06-30,2025-12-31,20260911,1204,0.6774657801862124,6.860148798852606e-11,0.010527802868146275,
learned_vol_interaction_2026-06-30_20260911,learned_vol_interaction,2026-06-30,2025-12-31,20260911,1204,0.6762743540448474,7.044936800777572e-17,0.010525699420160064,
learned_order_extension_2026-06-30_20260911,learned_order_extension,2026-06-30,2025-12-31,20260911,1204,0.6762015279490124,2.3093506273941244e-17,0.010525532706739603,
learned_order_offset_2026-06-30_20260911,learned_order_offset,2026-06-30,2025-12-31,20260911,1204,0.6762015842044944,1.3585392576523359e-12,0.2502784100905176,0.6736368713154671
learned_market_2026-06-30_20260912,learned_market,2026-06-30,2025-12-31,20260912,1204,0.6789060534049409,2.5846214144614743e-10,0.010220494918016616,
learned_vol_interaction_2026-06-30_20260912,learned_vol_interaction,2026-06-30,2025-12-31,20260912,1204,0.6776193532407578,6.114900252818245e-17,0.010219333667296408,
learned_order_extension_2026-06-30_20260912,learned_order_extension,2026-06-30,2025-12-31,20260912,1204,0.6772967817830899,2.8189256484623115e-17,0.010219213497784454,
learned_order_offset_2026-06-30_20260912,learned_order_offset,2026-06-30,2025-12-31,20260912,1204,0.6772970922916829,1.1369772419562996e-11,0.24814672405226657,0.6750444916368037
