job,method,cutoff,seed,row_index,date,gate,parent_representation_signal,product,interaction_feature,refitted_additive_logit,interaction_logit,logit
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1087,2015-01-09,-0.2970295367961855,0.5947737628174731,-0.1766653752681983,-1.295128627569555,0.1844397428570122,-0.00892819306366998,0.17551154979334233
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1092,2015-01-16,0.17420586240345148,0.5938889005911491,0.1034589280993188,-0.5083928807789668,0.029753338242453665,-0.0035046942019248983,0.026248644040528846
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1097,2015-01-23,-0.058137757351500174,0.5947196435021415,-0.03457566632609819,-0.9392038977657922,0.5637915613346052,-0.006474564415381989,0.5573169969192233
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1102,2015-01-30,0.8218240173478097,0.5243962514462926,0.4309614340457244,0.5742130840166998,0.34364623548953876,0.0039584371502985076,0.3476046726398374
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1107,2015-02-06,0.9496879433419343,0.2855815942997969,0.2712133969468848,0.225973193668653,0.21093869060882423,0.001557785271161778,0.21249647587998605
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1112,2015-02-13,0.3686884184612118,0.31532391248994585,0.11625627459891968,-0.40875631891631853,0.24653111442186462,-0.00281783234004219,0.24371328208182247
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1117,2015-02-27,-0.36109746848172286,0.4820560429554417,-0.17406921677752665,-1.2834224707650426,-0.03600355846989888,-0.008847494648269793,-0.04485105311816873
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1122,2015-03-06,-0.08531744091938598,0.5502894445719178,-0.04694928717582632,-0.823871253971433,0.312972009194558,-0.005679498899556059,0.30729251029500193
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1127,2015-03-13,-0.028281864595782746,0.4483288582892703,-0.012679576064519015,-0.5746683876374981,0.24397574835903732,-0.003961575864510009,0.24001417249452742
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1131,2015-09-25,0.9628478064411743,-0.634696289193802,-0.6111159298066055,-1.454945335850405,-0.14133360097330058,-0.010029917167328574,-0.1513635181406291
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1136,2015-10-09,0.7452244592894754,-0.8592975990163914,-0.6403695885957348,-1.4693492012968674,-0.5590225468556286,-0.010129212703564596,-0.5691517595591931
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1141,2015-10-16,0.7727837672296862,-0.7948803081923507,-0.6142705990615788,-1.2072364703739649,0.3814048269731574,-0.008322293285439252,0.37308253368771827
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1146,2015-10-23,0.7623662211224267,-0.7072913993272354,-0.5392150713374977,-0.9369808336695715,0.11376944339841069,-0.006459239338766844,0.10731020405964392
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1151,2015-10-30,-0.01584193630809616,-0.6927017321836895,0.010973736721761893,0.6999416399408871,-0.2709160701457879,0.004825168683377284,-0.2660909014624106
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1156,2015-11-06,0.9991648913175548,-0.44551178032341415,-0.44513972956753445,-0.9760347384652027,0.4691536504928933,-0.006728464182140061,0.4624251863107534
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1161,2015-11-13,0.7787609381217373,0.07273803435233925,0.056645539869358864,0.0077510530697513045,0.4676582946583973,5.343322414497007e-05,0.46771172788254234
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1166,2015-11-20,-0.3680511289259044,0.04008668593938385,-0.014753950014888407,-0.13867444471696547,0.22998584426681148,-0.0009559762552340031,0.22902986801157757
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1171,2015-11-27,1.0,0.268584286405034,0.268584286405034,0.37721607922890665,0.6942911695652025,0.0026004042458674156,0.69689157381107
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1176,2015-12-04,0.9928544826947534,0.08202258337821806,0.08143648958926797,-0.16245432278576083,-0.14657195667591175,-0.0011199069551731753,-0.14769186363108494
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1181,2015-12-11,-0.009799101934141574,0.2517200508452274,-0.0024666304370996833,-0.6386527188206961,0.055393600133898525,-0.004402662911535932,0.05099093722236264
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1186,2015-12-18,-0.31116059180354216,0.1985426849773262,-0.061778659355809055,-0.6165158105554372,0.20965337244863694,-0.00425005830793306,0.20540331414070387
learned_hmm_interaction_2014-12-31_20260910,learned_hmm_interaction,2014-12-31,20260910,1191,2015-12-25,-0.23377694862119602,0.0011136767585256894,-0.00026035195435848024,-0.29008910875845434,-0.6309485269567212,-0.0019997794145928133,-0.6329483063713139
learned_hmm_interaction_2014-12-31_20260911,learned_hmm_interaction,2014-12-31,20260911,1087,2015-01-09,-0.2970295367961855,0.8091118606799848,-0.24033012119407562,-1.93800446614826,0.576335915123205,0.025759170277848017,0.6020950854010532
learned_hmm_interaction_2014-12-31_20260911,learned_hmm_interaction,2014-12-31,20260911,1092,2015-01-16,0.17420586240345148,0.6989205922234772,0.1217560645198219,-0.6424478570057937,0.34071343176184665,0.00853915665950007,0.3492525884213468
learned_hmm_interaction_2014-12-31_20260911,learned_hmm_interaction,2014-12-31,20260911,1097,2015-01-23,-0.058137757351500174,0.5128931305968975,-0.029818456373893715,-1.0554392907405472,0.6495876979401424,0.014028471493747856,0.6636161694338903
learned_hmm_interaction_2014-12-31_20260911,learned_hmm_interaction,2014-12-31,20260911,1102,2015-01-30,0.8218240173478097,0.4102245177813492,0.3371323612176364,0.2960214057468984,0.4334918667178319,-0.003934596606826886,0.42955727011100503
learned_hmm_interaction_2014-12-31_20260911,learned_hmm_interaction,2014-12-31,20260911,1107,2015-02-06,0.9496879433419343,0.14136312319261274,0.13425085372918488,-0.05632179110763297,0.2351966856972753,0.0007486064314280664,0.23594529212870352
learned_hmm_interaction_2014-12-31_20260911,learned_hmm_interaction,2014-12-31,20260911,1112,2015-02-13,0.3686884184612118,-0.5697920448184396,-0.2100757278558904,-0.3354478166772479,-0.4130932678219648,0.004458636489262114,-0.4086346313327024
learned_hmm_interaction_2014-12-31_20260911,learned_hmm_interaction,2014-12-31,20260911,1117,2015-02-27,-0.36109746848172286,-0.2530558203100556,0.09137781609852681,0.4787819164284487,-0.5701948799918467,-0.006363775278467968,-0.5765586552703148
learned_hmm_interaction_2014-12-31_20260911,learned_hmm_interaction,2014-12-31,20260911,1122,2015-03-06,-0.08531744091938598,0.9006248625636651,-0.07683900850230561,-1.5292763208654134,0.7927090909902742,0.02032652134664354,0.8130356123369175
learned_hmm_interaction_2014-12-31_20260911,learned_hmm_interaction,2014-12-31,20260911,1127,2015-03-13,-0.028281864595782746,0.4092066062108747,-0.011573125828555748,-0.5677526153108622,0.28766931751271896,0.007546337765956015,0.295215655278675
learned_hmm_interaction_2014-12-31_20260911,learned_hmm_interaction,2014-12-31,20260911,1131,2015-09-25,0.9628478064411743,-1.0609620619786237,-1.0215449940934231,-2.5991796784838113,-0.754307668513828,0.034547243357933924,-0.7197604251558942
learned_hmm_interaction_2014-12-31_20260911,learned_hmm_interaction,2014-12-31,20260911,1136,2015-10-09,0.7452244592894754,-0.9786225584036616,-0.7292934669348519,-1.6939559456118847,-0.7744715409611226,0.022515376207007907,-0.7519561647541145
learned_hmm_interaction_2014-12-31_20260911,learned_hmm_interaction,2014-12-31,20260911,1141,2015-10-16,0.7727837672296862,-0.7648749431650406,-0.5910829400386722,-1.2773099351478001,0.19039490195448233,0.01697748621934399,0.20737238817382642
learned_hmm_interaction_2014-12-31_20260911,learned_hmm_interaction,2014-12-31,20260911,1146,2015-10-23,0.7623662211224267,-0.9103022537434698,-0.6939836892656375,-1.4561125758671825,-0.2915333083252538,0.019354058486782254,-0.2721792498384714
learned_hmm_interaction_2014-12-31_20260911,learned_hmm_interaction,2014-12-31,20260911,1151,2015-10-30,-0.01584193630809616,-0.8917638478847001,0.014127266080052173,0.9481068423422049,-0.6065951655151476,-0.012601852070044358,-0.6191970175851919
learned_hmm_interaction_2014-12-31_20260911,learned_hmm_interaction,2014-12-31,20260911,1156,2015-11-06,0.9991648913175548,-0.7368829672479884,-0.7362675898840937,-1.7018712117902615,-0.0354736062169284,0.02262058271857417,-0.0128530234983541
learned_hmm_interaction_2014-12-31_20260911,learned_hmm_interaction,2014-12-31,20260911,1161,2015-11-13,0.7787609381217373,0.3913075495585518,0.304735034388336,0.5374617153571869,0.6397178758660971,-0.007143723394624484,0.6325741524714728
