state,cutoff,seed,mode,draw,parameter_group,parameter_count,return_gradient_norm,auxiliary_gradient_norm,dot_return_auxiliary,cosine,weighted_auxiliary_norm_ratio,auxiliary_projection_fraction,common_joint_gradient_norm
archived_mse,2017-12-31,20260910,eval,-1,shared,38495,0.16742878454929874,0.28194517061734004,-0.002470541565868386,-0.05233562085981683,0.16839707185135924,-0.00881316530631607,0.1683247467689354
archived_mse,2017-12-31,20260910,eval,-1,all,38551,0.22821495608055822,0.3090046061934675,-0.0024705415658683866,-0.03503346627095608,0.13540068166452293,-0.004743555214158527,0.22922215497670648
archived_mse,2017-12-31,20260910,dropout,0,shared,38495,0.12834700603619925,0.21085791878858046,-0.0017585738814644128,-0.06498078608135195,0.16428736851805462,-0.010675522349539942,0.12870839056301572
archived_mse,2017-12-31,20260910,dropout,0,all,38551,0.17127199309652402,0.2369834924834351,-0.001758573881464413,-0.04332675581785633,0.13836675115345795,-0.005994982440535964,0.17188366007290906
archived_mse,2017-12-31,20260910,dropout,1,shared,38495,0.0940699749983653,0.20932528910968143,-0.00036667382916891363,-0.018621179459979095,0.22252082996016423,-0.00414360030827171,0.09598956295852065
archived_mse,2017-12-31,20260910,dropout,1,all,38551,0.1271280032701306,0.2355506928472336,-0.0003666738291689131,-0.012244873478278216,0.1852862365396543,-0.002268806523694397,0.12900789021848494
archived_mse,2017-12-31,20260910,dropout,2,shared,38495,0.12949377126520392,0.2131653947729268,-0.0011911537996219719,-0.04315213209502157,0.16461440012922549,-0.0071034623391190745,0.13032574915129988
archived_mse,2017-12-31,20260910,dropout,2,all,38551,0.17812941170061372,0.2395856829612503,-0.0011911537996219719,-0.02791073958625287,0.13450091182242693,-0.003754019923989318,0.1790694545356143
archived_mse,2017-12-31,20260910,dropout,3,shared,38495,0.13986386914332682,0.20789502296873322,-0.0026687294940679032,-0.09178145214662968,0.14864097800389808,-0.013642484809693007,0.13950039210941226
archived_mse,2017-12-31,20260910,dropout,3,all,38551,0.16732665182191223,0.23499779046170385,-0.002668729494067904,-0.06786965717643911,0.1404425343500059,-0.009531786659325173,0.1673819050146601
archived_mse,2017-12-31,20260910,dropout_mean4,-2,shared,38495,0.10500725026295321,0.20957284540435014,-0.0014509089853826397,-0.06593042483771516,0.1995794051168369,-0.013158354968211522,0.10571446725031874
archived_mse,2017-12-31,20260910,dropout_mean4,-2,all,38551,0.1404544660197249,0.23595987460453657,-0.0014509089853826395,-0.043779062841151566,0.16799741673675175,-0.007354769464469383,0.14140030357832833
archived_mse,2017-12-31,20260911,eval,-1,shared,38495,0.13017212389329127,0.8001025396818647,0.07609177355617262,0.7305905778611211,0.6146496774822154,0.44905726305388355,0.1963791671491113
archived_mse,2017-12-31,20260911,eval,-1,all,38551,0.1451186730705576,0.8460739224447698,0.07609177355617261,0.6197351066003846,0.5830220911911201,0.361319257834708,0.20841351877314648
archived_mse,2017-12-31,20260911,dropout,0,shared,38495,0.1034196956605629,0.6185505933218358,0.04374173197712505,0.6837817288271895,0.598097479760529,0.4089681287178395,0.15254516777314325
archived_mse,2017-12-31,20260911,dropout,0,all,38551,0.13327105742574952,0.6592322440100219,0.04374173197712505,0.4978765716719557,0.4946552212788631,0.24627724572995296,0.17565703133728333
archived_mse,2017-12-31,20260911,dropout,1,shared,38495,0.08887296952732945,0.6463023866771141,0.041415824349200436,0.7210424916330382,0.7272204249666361,0.5243568271843801,0.14268369680061926
archived_mse,2017-12-31,20260911,dropout,1,all,38551,0.10202069993183065,0.6871446363880027,0.041415824349200436,0.59078553100181,0.6735345247064046,0.3979144518267249,0.15301328568980122
archived_mse,2017-12-31,20260911,dropout,2,shared,38495,0.08722682193623196,0.6195101955630176,0.03226507334595147,0.5970822339952642,0.7102290119155283,0.42406512508277266,0.1337888708314361
archived_mse,2017-12-31,20260911,dropout,2,all,38551,0.10871397787928962,0.6599112403107669,0.03226507334595147,0.44974023646063993,0.607016000319203,0.2729995195189502,0.1504213153326812
archived_mse,2017-12-31,20260911,dropout,3,shared,38495,0.09885117346256536,0.6120521253470845,0.04188950761925402,0.6923648572333675,0.619165260166453,0.428688266959007,0.14797139608787852
archived_mse,2017-12-31,20260911,dropout,3,all,38551,0.12559106802705583,0.6525320919814076,0.04188950761925402,0.5111455997042383,0.5195688692135606,0.26557534124181836,0.16854969357042363
archived_mse,2017-12-31,20260911,dropout_mean4,-2,shared,38495,0.08800864940853474,0.6232134446319377,0.03945083554752424,0.7192734596303416,0.7081274952181017,0.5093373133448923,0.1397127032732503
archived_mse,2017-12-31,20260911,dropout_mean4,-2,all,38551,0.10416832329507728,0.6638171354380181,0.03945083554752426,0.5705215758715891,0.6372543153619028,0.3635673362312434,0.15214380888036144
archived_mse,2017-12-31,20260912,eval,-1,shared,38495,0.22233925166156385,0.36359206815205736,-0.01775963566722401,-0.2196865719798475,0.16353031029604392,-0.035925413283738654,0.21726667396591295
archived_mse,2017-12-31,20260912,eval,-1,all,38551,0.2822079887297181,0.40677312617431866,-0.01775963566722401,-0.15470790154488334,0.14413947953964606,-0.022299516409350288,0.2788262281981453
archived_mse,2017-12-31,20260912,dropout,0,shared,38495,0.18591906673918462,0.3013152027270062,-0.003885447287379373,-0.06935791774957298,0.16206794064306718,-0.011240694896964531,0.18627055170809387
archived_mse,2017-12-31,20260912,dropout,0,all,38551,0.23456705618415497,0.343032184619968,-0.003885447287379374,-0.048287990733357385,0.14624056344496164,-0.00706166297247127,0.23541734257755123
archived_mse,2017-12-31,20260912,dropout,1,shared,38495,0.17265293342985663,0.3071964998010208,-0.002886213567185796,-0.0544174565604656,0.17792718241061625,-0.009682344719755749,0.17371093691359024
archived_mse,2017-12-31,20260912,dropout,1,all,38551,0.2317227274439378,0.3478245231836632,-0.002886213567185797,-0.0358096135121713,0.15010375849637567,-0.005375157578479512,0.2330836731517241
archived_mse,2017-12-31,20260912,dropout,2,shared,38495,0.13614516785665523,0.30471673757149587,0.0024921096162988077,0.060071516989235754,0.22381751946740158,0.01344505792317462,0.1412885400715102
archived_mse,2017-12-31,20260912,dropout,2,all,38551,0.19932612175897,0.34571776898980106,0.002492109616298808,0.036164396523415444,0.17344328276644613,0.006272471652288628,0.203530175887224
archived_mse,2017-12-31,20260912,dropout,3,shared,38495,0.15233127393697568,0.3179636876036169,0.0033617744643776545,0.06940679250800598,0.20873171961731812,0.014487399153318477,0.1577598839327741
archived_mse,2017-12-31,20260912,dropout,3,all,38551,0.20874596056515227,0.36044593820880677,0.0033617744643776554,0.044679711263399015,0.17267205421985016,0.007714937525800885,0.21341612799611911
archived_mse,2017-12-31,20260912,dropout_mean4,-2,shared,38495,0.14503804433252834,0.30520743431609326,-0.0012955405552020575,-0.029266714386942953,0.21043267352415826,-0.006158672953712352,0.14733784976163516
archived_mse,2017-12-31,20260912,dropout_mean4,-2,all,38551,0.19522828092420375,0.3468382740377355,-0.0012955405552020575,-0.019132920459447183,0.17765780264816933,-0.0033991126070675886,0.1976308210906238
archived_mse,2018-12-31,20260910,eval,-1,shared,38495,0.3770799940988545,0.1869104000740367,0.050123577189349074,0.7111727365431799,0.049567837859103354,0.03525129489478717,0.3905936409672082
archived_mse,2018-12-31,20260910,eval,-1,all,38551,0.478173775179795,0.24149737129806098,0.05012357718934908,0.43405413310258273,0.05050410203011597,0.021921514224806374,0.4891401481283311
archived_mse,2018-12-31,20260910,dropout,0,shared,38495,0.18568942943963943,0.11238487590581306,0.007479066564754642,0.3583870813065691,0.060523033672385276,0.021690673389665363,0.19000705545293156
archived_mse,2018-12-31,20260910,dropout,0,all,38551,0.2896488129108965,0.16767975661632475,0.007479066564754642,0.15399088348679307,0.05789071079946301,0.008914641701687744,0.292700210354266
archived_mse,2018-12-31,20260910,dropout,1,shared,38495,0.28215122114331526,0.11490586348232237,0.01642840078498281,0.5067236384133519,0.04072492155685457,0.02063628042538769,0.28814410513541094
archived_mse,2018-12-31,20260910,dropout,1,all,38551,0.38143125881438955,0.16130033900852186,0.016428400784982807,0.2670199608828079,0.042288180446955224,0.011291788288751107,0.3860513739793825
archived_mse,2018-12-31,20260910,dropout,2,shared,38495,0.16803059181992797,0.10535039265596757,-0.0005442028277715546,-0.030742294488919554,0.06269715027181932,-0.0019274542572723123,0.1680369788889594
archived_mse,2018-12-31,20260910,dropout,2,all,38551,0.2707522083703346,0.1601386316017022,-0.000544202827771555,-0.012551414540053436,0.059145826571676476,-0.0007423637876152189,0.27102465124997654
archived_mse,2018-12-31,20260910,dropout,3,shared,38495,0.2595258850257144,0.10434647917608367,-0.004204849919082409,-0.15527159665277526,0.040206578687033395,-0.0062429396686811195,0.2581115977474245
archived_mse,2018-12-31,20260910,dropout,3,all,38551,0.3057708430930473,0.15783579494981695,-0.004204849919082408,-0.08712623089745603,0.05161898150694077,-0.004497367301465233,0.30480150899182057
archived_mse,2018-12-31,20260910,dropout_mean4,-2,shared,38495,0.20370661266271312,0.09518019837523173,0.0023760119124999193,0.12254536252562286,0.04672415741988022,0.005725828809723492,0.20509066074944537
archived_mse,2018-12-31,20260910,dropout_mean4,-2,all,38551,0.28670425665671134,0.15172498772072063,0.0023760119124999193,0.054620712601147516,0.05292038196084068,0.0028905489738260304,0.287931828540309
archived_mse,2018-12-31,20260911,eval,-1,shared,38495,0.26252662088915685,0.2476772322784001,0.0346390086435389,0.532728608322907,0.09434366367857742,0.050259568655572934,0.27651666951212495
archived_mse,2018-12-31,20260911,eval,-1,all,38551,0.28328574667638096,0.2991995326321835,0.0346390086435389,0.40867664509658785,0.1056175738251957,0.04316343573412217,0.29677233631518896
archived_mse,2018-12-31,20260911,dropout,0,shared,38495,0.14067430650936677,0.18159353520342925,0.011378541254073922,0.4454217523364263,0.12908791925790505,0.05749856720131919,0.14964869155118882
archived_mse,2018-12-31,20260911,dropout,0,all,38551,0.15163866529873155,0.23187028817703892,0.011378541254073922,0.3236171534382942,0.15290973955768425,0.04948421464864872,0.1606475377022273
archived_mse,2018-12-31,20260911,dropout,1,shared,38495,0.1560356919604364,0.19319580421861807,0.012127698468634946,0.40230622171373137,0.12381513600593626,0.04981159955752,0.16476019861294164
archived_mse,2018-12-31,20260911,dropout,1,all,38551,0.17235567948080835,0.24376114312384925,0.012127698468634944,0.28866113425905165,0.14142913297556398,0.04082509394200055,0.18090388302075935
archived_mse,2018-12-31,20260911,dropout,2,shared,38495,0.1547350566259916,0.18975725152966794,0.009923722848430357,0.33797729610328153,0.12263365242973226,0.041447390259470536,0.16213500690417182
archived_mse,2018-12-31,20260911,dropout,2,all,38551,0.17610120222077746,0.23946033487168128,0.009923722848430358,0.23533077245953174,0.1359788189131558,0.032000000492967744,0.18322060613658553
archived_mse,2018-12-31,20260911,dropout,3,shared,38495,0.13913277340289362,0.20305914866973296,0.010752984476370058,0.38060721393977975,0.1459463099191767,0.055548218403129485,0.1480569340106694
archived_mse,2018-12-31,20260911,dropout,3,all,38551,0.16266750480578016,0.25471149893916506,0.010752984476370058,0.2595252763970686,0.15658413107355557,0.04063753989625933,0.1710558198130975
archived_mse,2018-12-31,20260911,dropout_mean4,-2,shared,38495,0.1298150121190599,0.1821206884708775,0.009539803034893187,0.40351084022819866,0.14029247118495466,0.056609532925531406,0.1381722744625034
archived_mse,2018-12-31,20260911,dropout_mean4,-2,all,38551,0.14113807554095367,0.23449509750048494,0.009539803034893185,0.28824477867688714,0.1661458799134909,0.04789068238374085,0.14959210033253828
archived_mse,2018-12-31,20260912,eval,-1,shared,38495,0.2636376505708929,0.28510197167383006,0.014056764418075917,0.1870155474541234,0.1081415992960252,0.020224160394910602,0.270423732362155
archived_mse,2018-12-31,20260912,eval,-1,all,38551,0.3418868549070411,0.3159439197815104,0.014056764418075917,0.1301346538997987,0.09241183603488218,0.012025982298644338,0.34741355766048115
archived_mse,2018-12-31,20260912,dropout,0,shared,38495,0.1937893490617433,0.2257398822177687,0.008228045873279785,0.18808688168366153,0.11648724933063562,0.02190972348250644,0.19927244146812442
archived_mse,2018-12-31,20260912,dropout,0,all,38551,0.2771968397985382,0.2564081006700207,0.008228045873279785,0.11576484320386209,0.09250036936076673,0.010708290755348491,0.2813203659706216
archived_mse,2018-12-31,20260912,dropout,1,shared,38495,0.1964847738625494,0.23395815178792942,-0.0045490401247836095,-0.098958404436034,0.1190718991546869,-0.011783165153516162,0.1955602784379811
archived_mse,2018-12-31,20260912,dropout,1,all,38551,0.24934749328190559,0.2646636816864493,-0.0045490401247836095,-0.06893192572458452,0.1061425074713816,-0.007316607441238432,0.2489273649582374
archived_mse,2018-12-31,20260912,dropout,2,shared,38495,0.20109372840401502,0.22418689768097885,0.0031179742867344074,0.06916139999111814,0.11148378393510494,0.007710374573259185,0.2038746676556282
archived_mse,2018-12-31,20260912,dropout,2,all,38551,0.261413468791206,0.25535711432433034,0.003117974286734407,0.046708573876626365,0.09768322784021777,0.004562644264082137,0.2638421290869944
archived_mse,2018-12-31,20260912,dropout,3,shared,38495,0.19041506510222966,0.2274269812929331,0.0029902716444927518,0.0690505830744989,0.11943749365147792,0.008247228577591312,0.19332144646930688
archived_mse,2018-12-31,20260912,dropout,3,all,38551,0.24424327236583004,0.2580708603932757,0.0029902716444927518,0.04744047872701299,0.10566139975668791,0.0050126273874235685,0.24681741452885542
archived_mse,2018-12-31,20260912,dropout_mean4,-2,shared,38495,0.1853247678385886,0.22723650932793976,0.002456442814232277,0.058330417409117256,0.12261529420927421,0.0071522012919686805,0.18802372842008186
archived_mse,2018-12-31,20260912,dropout_mean4,-2,all,38551,0.24583820213354443,0.25802419165487883,0.002456442814232277,0.038725484583675286,0.10495691451352004,0.004064507374943445,0.24818032763676384
archived_mse,2019-12-31,20260910,eval,-1,shared,38495,0.27723221460225606,0.1057834729664475,0.00020025036596582428,0.006828287571434274,0.03815699164623225,0.00026054691182128906,0.27750613023497867
archived_mse,2019-12-31,20260910,eval,-1,all,38551,0.4881024082537914,0.1393810735370984,0.00020025036596582483,0.0029434628766900977,0.02855570289762358,8.405265139694687e-05,0.48834238179063216
archived_mse,2019-12-31,20260910,dropout,0,shared,38495,0.2249500424648744,0.10942783308227737,-0.0003702895410770922,-0.015042761388236809,0.04864539338745151,-0.0007317610453643457,0.2250515678755965
archived_mse,2019-12-31,20260910,dropout,0,all,38551,0.3703849700771354,0.14074364548739765,-0.000370289541077092,-0.007103285895388341,0.03799928637981362,-0.00026991979497655234,0.3705523659191449
archived_mse,2019-12-31,20260910,dropout,1,shared,38495,0.19657142431803595,0.11730368710802085,0.0003087103184077314,0.013388104638716656,0.059674842116539485,0.0007989330305551264,0.19707782339013752
archived_mse,2019-12-31,20260910,dropout,1,all,38551,0.37825317006599474,0.14640896790427863,0.00030871031840773097,0.005574435440567048,0.03870660697403654,0.00021576748170016897,0.37861795861723707
